#-----------------------------------------------------------------------------
# Date d'extraction : 31/08/2021 - 07h58 loc.
#-----------------------------------------------------------------------------
# Producteur : DSM
# Experience : IFM2009
# Modele     : ARPEGE_V4_CNRM (SST_CNRM)
# Scenario :
#     A2 : scenario pessimiste
#-----------------------------------------------------------------------------
# Horizons :
#     H1 : Horizon proche
#     H2 : Horizon moyen
#     H3 : Horizon lointain
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     NORIFM : Indicateur feux de for�t
#     NORIFM20 : Indicateur feux de for�t nbj sup � 20
#     NORIFM40 : Indicateur feux de for�t nbj sup � 40
#     NORIFM60 : Indicateur feux de for�t nbj sup � 60
#-----------------------------------------------------------------------------
# Format des enregistrements 
Point;Latitude;Longitude;Contexte;P�riode;NORIFM;NORIFM20;NORIFM40;NORIFM60;
14119;48.538;6.3994;A2;H1;4.67;20.95;4.05;0.25;
14120;48.5342;6.5075;A2;H1;4.65;20.95;4;0.25;
14121;48.5303;6.6157;A2;H1;4.57;20.45;3.75;0.2;
14122;48.5264;6.7238;A2;H1;4.56;20.1;3.95;0.35;
14123;48.5223;6.8319;A2;H1;3.6;13.2;1.6;0.15;
14124;48.5182;6.94;A2;H1;3.11;9.15;0.65;0.05;
14125;48.5139;7.048;A2;H1;2.65;6;0.5;0.05;
14126;48.5095;7.1561;A2;H1;2.31;5.15;0.75;0.05;
14127;48.5051;7.2641;A2;H1;2.67;7.3;0.1;0;
14128;48.5005;7.3721;A2;H1;2.91;8.8;0.1;0;
14129;48.4959;7.4801;A2;H1;4.42;19.55;1;0;
14130;48.4911;7.588;A2;H1;4.8;20.1;1.5;0;
14131;48.4863;7.696;A2;H1;4.81;20.25;1.7;0;
14160;48.4733;-4.6491;A2;H1;4.57;16.2;1.85;0.3;
14161;48.4796;-4.5414;A2;H1;4.32;16;2.45;0.65;
14162;48.4858;-4.4336;A2;H1;4.32;16.1;2.45;0.65;
14163;48.492;-4.3258;A2;H1;4.32;16.15;2.45;0.65;
14164;48.498;-4.218;A2;H1;4.33;16;2.5;0.65;
14165;48.504;-4.1101;A2;H1;4.35;16.1;2.7;0.85;
14166;48.5098;-4.0022;A2;H1;4.37;16.3;3.05;0.95;
14167;48.5155;-3.8943;A2;H1;4.34;16.25;2.65;0.75;
14168;48.5212;-3.7864;A2;H1;4.32;14.7;3.75;1.15;
14169;48.5267;-3.6785;A2;H1;4.31;14.8;3.75;1.15;
14170;48.5322;-3.5705;A2;H1;4.3;14.8;3.95;1.05;
14171;48.5375;-3.4625;A2;H1;4.15;14.25;2.9;0.4;
14172;48.5428;-3.3545;A2;H1;3.99;12.85;2;0.4;
14173;48.5479;-3.2465;A2;H1;3.96;12.85;1.85;0.35;
14174;48.553;-3.1384;A2;H1;4.06;12.85;2.15;0.45;
14175;48.558;-3.0303;A2;H1;4.05;12.7;2.15;0.45;
14176;48.5628;-2.9222;A2;H1;4.24;13.4;1.8;0.35;
14177;48.5676;-2.8141;A2;H1;4.28;13.5;2.1;0.4;
14180;48.5813;-2.4897;A2;H1;4.89;18;2.7;0.35;
14181;48.5856;-2.3815;A2;H1;4.96;18.3;2.7;0.4;
14182;48.5899;-2.2733;A2;H1;4.98;18.4;2.85;0.35;
14184;48.5981;-2.0568;A2;H1;4.36;12.6;1.15;0.1;
14185;48.6021;-1.9486;A2;H1;4.37;12.8;1;0.05;
14186;48.606;-1.8403;A2;H1;4.42;13;1.2;0.05;
14187;48.6097;-1.732;A2;H1;4.53;13.05;1.95;0.15;
14188;48.6134;-1.6237;A2;H1;4.53;13.05;2.15;0.15;
14190;48.6205;-1.407;A2;H1;3.17;7.05;0.3;0;
14191;48.6238;-1.2987;A2;H1;3.14;7.15;0.3;0;
14192;48.6271;-1.1903;A2;H1;3.47;8.85;1;0.1;
14193;48.6303;-1.0819;A2;H1;3.42;8.9;1;0.1;
14194;48.6334;-0.9735;A2;H1;3.36;9;0.75;0.05;
14195;48.6363;-0.8651;A2;H1;3.32;10.15;0.55;0;
14196;48.6392;-0.7567;A2;H1;4.52;14.7;3.15;0.15;
14197;48.642;-0.6483;A2;H1;4.46;15.8;3.05;0.1;
14198;48.6447;-0.5398;A2;H1;4.47;15.7;3.15;0.15;
14199;48.6473;-0.4314;A2;H1;4.42;15.65;3.05;0.1;
14200;48.6497;-0.3229;A2;H1;4.47;15.75;3.15;0.15;
14201;48.6521;-0.2145;A2;H1;4.46;15.8;3.05;0.1;
14202;48.6544;-0.106;A2;H1;5.76;27.5;6.8;1.45;
14203;48.6566;0.0025;A2;H1;5.74;27.3;6.85;1.5;
14204;48.6587;0.111;A2;H1;5.81;27.9;6.9;1.6;
14205;48.6607;0.2195;A2;H1;5.74;27.25;6.8;1.4;
14206;48.6626;0.328;A2;H1;5.1;22.15;4.5;0.45;
14207;48.6644;0.4366;A2;H1;5.04;21.85;4.2;0.4;
14208;48.666;0.5451;A2;H1;5.06;22;4.35;0.45;
14209;48.6676;0.6536;A2;H1;5.1;22.15;4.5;0.45;
14210;48.6691;0.7622;A2;H1;5.18;22.5;4.8;0.55;
14211;48.6705;0.8707;A2;H1;5.7;27.15;6.3;0.55;
14212;48.6718;0.9793;A2;H1;5.73;27.5;6.35;0.45;
14213;48.673;1.0878;A2;H1;6.25;31;7.4;0.55;
14214;48.6741;1.1964;A2;H1;6.26;31.05;7.45;0.45;
14215;48.6751;1.305;A2;H1;6.16;30.15;6.35;0.35;
14216;48.676;1.4135;A2;H1;6.21;30.95;6.4;0.25;
14217;48.6768;1.5221;A2;H1;6.9;39.35;7.05;0.4;
14218;48.6775;1.6307;A2;H1;5.83;25.35;5.3;0.2;
14219;48.6781;1.7393;A2;H1;5.8;24.9;5.15;0.1;
14220;48.6786;1.8479;A2;H1;5.77;25.85;5;0.1;
14221;48.679;1.9564;A2;H1;5.83;26;5.15;0.1;
14222;48.6793;2.065;A2;H1;5.88;26.45;5.15;0.1;
14223;48.6795;2.1736;A2;H1;6.69;33.45;6.05;0.5;
14224;48.6796;2.2822;A2;H1;7.09;38.6;7.65;0.25;
14225;48.6796;2.3908;A2;H1;7.11;38;6.05;0.15;
14226;48.6795;2.4994;A2;H1;7;36.75;5.6;0.15;
14227;48.6793;2.608;A2;H1;6.06;28.9;4.4;0.15;
14228;48.679;2.7166;A2;H1;5.99;28.4;4.4;0.15;
14229;48.6786;2.8252;A2;H1;5.97;28.05;4.4;0.15;
14230;48.6781;2.9337;A2;H1;5.62;24.9;4.4;0.15;
14231;48.6775;3.0423;A2;H1;5.57;24.6;4.4;0.15;
14232;48.6768;3.1509;A2;H1;5.28;23.7;2.5;0;
14233;48.676;3.2595;A2;H1;5.25;23.45;3.55;0.1;
14234;48.6751;3.3681;A2;H1;5.26;23.5;3.6;0.1;
14235;48.6741;3.4766;A2;H1;4.78;20.25;3;0.05;
14236;48.673;3.5852;A2;H1;4.67;20;1.6;0;
14237;48.6718;3.6938;A2;H1;4.84;21.15;1.95;0;
14238;48.6705;3.8023;A2;H1;5.18;24.5;2.7;0;
14239;48.6691;3.9109;A2;H1;5.18;24.55;2.7;0;
14240;48.6677;4.0194;A2;H1;4.98;23.1;2.45;0;
14241;48.6661;4.1279;A2;H1;5.58;26.95;4.75;0.3;
14242;48.6644;4.2365;A2;H1;5.58;26.95;4.75;0.3;
14243;48.6626;4.345;A2;H1;4.73;21.75;2.85;0;
14244;48.6607;4.4535;A2;H1;4.77;22;2.9;0.05;
14245;48.6587;4.562;A2;H1;5.07;23.9;3.2;0.1;
14246;48.6566;4.6705;A2;H1;5.86;29.75;5.85;0.25;
14247;48.6544;4.779;A2;H1;5.08;24.1;4.2;0.15;
14248;48.6522;4.8875;A2;H1;5;23.65;3.95;0.15;
14249;48.6498;4.996;A2;H1;4.78;22.8;4.3;0.2;
14250;48.6473;5.1044;A2;H1;4.49;20.45;3.5;0.6;
14251;48.6447;5.2129;A2;H1;4.3;19.4;3.35;0.55;
14252;48.642;5.3213;A2;H1;4.22;19.15;3.3;0.5;
14253;48.6393;5.4297;A2;H1;4.05;18.3;2.85;0.35;
14254;48.6364;5.5381;A2;H1;4.16;18.8;3.3;0.5;
14255;48.6334;5.6466;A2;H1;4.73;21.85;3.85;0.5;
14256;48.6303;5.7549;A2;H1;5.08;23.85;4.6;1.15;
14257;48.6272;5.8633;A2;H1;5.82;27.4;6.6;2.15;
14258;48.6239;5.9717;A2;H1;4.53;19.2;4;0.6;
14259;48.6205;6.08;A2;H1;4.37;18.3;3.8;0.3;
14260;48.617;6.1884;A2;H1;4.72;20.5;4.25;0.6;
14261;48.6135;6.2967;A2;H1;4.72;20.95;4.05;0.35;
14262;48.6098;6.405;A2;H1;4.64;20.85;4;0.25;
14263;48.606;6.5133;A2;H1;4.67;20.95;4.05;0.25;
14264;48.6022;6.6216;A2;H1;4.63;20.7;4;0.25;
14265;48.5982;6.7298;A2;H1;4.56;20.15;3.9;0.2;
14266;48.5941;6.8381;A2;H1;3.59;12.95;1.55;0.15;
14267;48.59;6.9463;A2;H1;3.36;10.65;1.1;0.05;
14268;48.5857;7.0545;A2;H1;3.11;9.8;0.9;0.05;
14269;48.5813;7.1627;A2;H1;2.53;6.35;0.35;0.05;
14270;48.5769;7.2709;A2;H1;2.28;5;0.1;0;
14271;48.5723;7.379;A2;H1;4.14;17.65;1.3;0;
14272;48.5676;7.4872;A2;H1;4.41;19.4;1.2;0;
14273;48.5629;7.5953;A2;H1;4.53;20.35;0.95;0;
14274;48.558;7.7034;A2;H1;4.82;20.3;1.55;0;
14303;48.5449;-4.6587;A2;H1;4.59;16.3;1.8;0.25;
14304;48.5512;-4.5508;A2;H1;4.64;17.1;1.85;0.35;
14305;48.5575;-4.4429;A2;H1;4.63;16.8;2.1;0.4;
14306;48.5636;-4.335;A2;H1;4.62;16.8;2.05;0.4;
14307;48.5697;-4.227;A2;H1;4.63;16.85;2.3;0.45;
14308;48.5756;-4.119;A2;H1;4.62;16.8;2.35;0.45;
14309;48.5815;-4.011;A2;H1;4.62;16.85;2.3;0.4;
14310;48.5872;-3.9029;A2;H1;4.58;14.9;3.05;0.55;
14311;48.5929;-3.7949;A2;H1;4.28;14.3;3.3;0.8;
14312;48.5984;-3.6868;A2;H1;4.32;14.4;3.8;1.3;
14313;48.6039;-3.5786;A2;H1;4.23;14.2;3.05;0.55;
14314;48.6093;-3.4705;A2;H1;4.23;14.25;3.1;0.55;
14315;48.6145;-3.3624;A2;H1;4.06;12.85;2.15;0.45;
14316;48.6197;-3.2542;A2;H1;4.06;12.85;2.15;0.45;
14317;48.6247;-3.146;A2;H1;4.08;12.85;2.15;0.45;
14318;48.6297;-3.0377;A2;H1;4.09;12.85;2.1;0.45;
14319;48.6346;-2.9295;A2;H1;4.27;13.5;2.05;0.4;
14320;48.6393;-2.8212;A2;H1;4.29;13.65;1.8;0.3;
14328;48.6739;-1.9545;A2;H1;4.39;12.9;1.1;0.05;
14329;48.6778;-1.846;A2;H1;4.37;12.75;1.15;0.05;
14333;48.6923;-1.4122;A2;H1;3.15;7.05;0.3;0;
14334;48.6957;-1.3037;A2;H1;3.12;6.85;0.4;0;
14335;48.6989;-1.1952;A2;H1;3.48;8.9;1.05;0.1;
14336;48.7021;-1.0866;A2;H1;3.45;8.85;0.9;0.1;
14337;48.7052;-0.9781;A2;H1;3.34;8.9;0.75;0;
14338;48.7082;-0.8696;A2;H1;3.3;10.1;0.55;0;
14339;48.7111;-0.761;A2;H1;4.47;14.7;3.1;0.1;
14340;48.7139;-0.6524;A2;H1;4.46;14.7;3.05;0.1;
14341;48.7165;-0.5438;A2;H1;4.47;15.9;3.05;0.1;
14342;48.7191;-0.4352;A2;H1;4.47;15.8;3.2;0.15;
14343;48.7216;-0.3266;A2;H1;4.46;15.75;3.15;0.15;
14344;48.724;-0.218;A2;H1;4.54;16.6;3.75;0.1;
14345;48.7263;-0.1094;A2;H1;5.3;22.75;5.8;1;
14346;48.7285;-0.0007;A2;H1;5.32;22.75;5.9;1.05;
14347;48.7306;0.1079;A2;H1;5.28;22.75;5.85;1.05;
14348;48.7326;0.2166;A2;H1;4.93;19.75;5.8;1.3;
14349;48.7344;0.3252;A2;H1;4.92;19.3;5.85;1.6;
14350;48.7362;0.4339;A2;H1;4.62;17.8;4.7;0.9;
14351;48.7379;0.5426;A2;H1;4.66;17.85;4.7;1;
14352;48.7395;0.6513;A2;H1;4.66;17.85;4.3;0.65;
14353;48.741;0.76;A2;H1;5.23;23.35;5.55;0.45;
14354;48.7424;0.8687;A2;H1;5.89;27.3;7.25;1.6;
14355;48.7437;0.9774;A2;H1;5.91;27.45;7.05;1.55;
14356;48.7449;1.0861;A2;H1;5.94;27.55;7.15;1.6;
14357;48.746;1.1948;A2;H1;6.34;31.7;7.45;0.5;
14358;48.747;1.3035;A2;H1;6.38;32.15;7.6;0.45;
14359;48.7479;1.4123;A2;H1;6.23;31.4;6.4;0.3;
14360;48.7487;1.521;A2;H1;6.87;39.1;6.95;0.4;
14361;48.7494;1.6297;A2;H1;6.04;28.2;5.8;0.45;
14362;48.75;1.7384;A2;H1;5.8;24.9;5.15;0.1;
14363;48.7505;1.8472;A2;H1;5.5;22.3;3.95;0.1;
14364;48.7509;1.9559;A2;H1;5.4;21.55;3.85;0.1;
14365;48.7512;2.0647;A2;H1;5.83;26;5.15;0.1;
14366;48.7514;2.1734;A2;H1;5.59;22.25;3.85;0.1;
14367;48.7515;2.2821;A2;H1;6.22;29.65;4.25;0.15;
14368;48.7515;2.3909;A2;H1;6.75;34.9;6.1;0.4;
14369;48.7514;2.4996;A2;H1;6.69;34.15;5.95;0.4;
14370;48.7512;2.6084;A2;H1;5.97;28.1;4.4;0.15;
14371;48.7509;2.7171;A2;H1;5.93;27.85;4.3;0.15;
14372;48.7505;2.8258;A2;H1;5.9;27.75;4.3;0.1;
14373;48.75;2.9346;A2;H1;5.89;27.75;4.3;0.1;
14374;48.7494;3.0433;A2;H1;5.56;24.6;4.4;0.15;
14375;48.7487;3.152;A2;H1;5.48;23.95;4.35;0.15;
14376;48.7479;3.2608;A2;H1;5.47;24.45;4.85;0.1;
14377;48.747;3.3695;A2;H1;5.41;24.3;4.75;0.1;
14378;48.746;3.4782;A2;H1;4.82;20.6;3;0.05;
14379;48.7449;3.5869;A2;H1;4.75;20;3;0.05;
14380;48.7437;3.6956;A2;H1;4.65;19.75;1.75;0;
14381;48.7424;3.8043;A2;H1;4.91;22.75;2.25;0;
14382;48.741;3.913;A2;H1;5.03;23.65;2.4;0;
14383;48.7395;4.0217;A2;H1;4.9;22.75;2.25;0;
14384;48.738;4.1304;A2;H1;4.78;22.05;2.9;0;
14385;48.7363;4.2391;A2;H1;4.72;21.45;2.7;0;
14386;48.7345;4.3478;A2;H1;4.69;21.1;2.7;0;
14387;48.7326;4.4564;A2;H1;4.91;23;3.05;0.05;
14388;48.7306;4.5651;A2;H1;5.11;24.1;3.35;0.15;
14389;48.7285;4.6737;A2;H1;5.88;29.75;5.8;0.2;
14390;48.7263;4.7824;A2;H1;5.8;29.1;5.65;0.25;
14391;48.724;4.891;A2;H1;5.59;27.45;5.4;0.25;
14392;48.7216;4.9996;A2;H1;4.74;22.65;4.4;0.25;
14393;48.7192;5.1082;A2;H1;4.41;19.9;3.45;0.55;
14394;48.7166;5.2168;A2;H1;4.34;19.6;3.3;0.55;
14395;48.7139;5.3254;A2;H1;4.25;19.3;3.35;0.5;
14396;48.7111;5.434;A2;H1;4.03;18.15;2.8;0.3;
14397;48.7082;5.5426;A2;H1;4.19;18.9;3.3;0.5;
14398;48.7052;5.6511;A2;H1;4.7;21.9;3.5;0.4;
14399;48.7022;5.7597;A2;H1;5.35;25.95;5.15;1.3;
14400;48.699;5.8682;A2;H1;5.57;26.85;5.7;1.35;
14401;48.6957;5.9767;A2;H1;5.55;26.65;5.3;1.5;
14402;48.6923;6.0852;A2;H1;5.24;25.05;5.05;1.35;
14403;48.6889;6.1937;A2;H1;4.8;20.8;4.3;0.8;
14404;48.6853;6.3022;A2;H1;4.7;20.95;4.05;0.35;
14405;48.6816;6.4106;A2;H1;4.57;20.45;3.75;0.2;
14406;48.6778;6.5191;A2;H1;4.66;20.95;3.9;0.25;
14407;48.674;6.6275;A2;H1;4.68;20.95;4.15;0.25;
14408;48.67;6.7359;A2;H1;4.22;17.9;3.25;0.2;
14409;48.6659;6.8443;A2;H1;3.98;16.1;2.1;0.05;
14410;48.6617;6.9527;A2;H1;3.95;15.75;2.15;0.05;
14411;48.6575;7.061;A2;H1;3.45;12.3;1.75;0.05;
14412;48.6531;7.1694;A2;H1;3.14;9.9;1.15;0.05;
14413;48.6486;7.2777;A2;H1;2.66;6.55;0.5;0.05;
14414;48.6441;7.386;A2;H1;4.19;18.3;1.25;0;
14415;48.6394;7.4943;A2;H1;4.29;18.9;1.1;0;
14416;48.6346;7.6025;A2;H1;4.64;18.6;1.65;0.05;
14417;48.6298;7.7108;A2;H1;4.82;20.3;1.55;0;
14418;48.6248;7.819;A2;H1;4.87;20.65;1.55;0;
14448;48.6291;-4.4522;A2;H1;4.66;17.15;2.25;0.4;
14449;48.6353;-4.3442;A2;H1;4.67;17.15;2.05;0.4;
14450;48.6413;-4.236;A2;H1;4.68;17.3;2.15;0.4;
14451;48.6473;-4.1279;A2;H1;4.65;17.1;1.9;0.4;
14452;48.6532;-4.0197;A2;H1;4.66;17.1;2.25;0.4;
14454;48.6646;-3.8033;A2;H1;4.58;14.95;3.1;0.6;
14455;48.6701;-3.6951;A2;H1;4.58;15;3.2;0.6;
14456;48.6756;-3.5868;A2;H1;4.55;15.1;2.8;0.4;
14457;48.681;-3.4785;A2;H1;4.48;15;2.75;0.4;
14458;48.6862;-3.3702;A2;H1;4.53;15.05;2.9;0.4;
14459;48.6914;-3.2619;A2;H1;4.37;13.75;2.2;0.4;
14460;48.6965;-3.1535;A2;H1;4.37;13.75;2.05;0.4;
14461;48.7014;-3.0452;A2;H1;4.28;13.55;1.9;0.35;
14462;48.7063;-2.9368;A2;H1;4.28;13.5;2.1;0.4;
14475;48.7606;-1.526;A2;H1;3.12;6.85;0.4;0;
14476;48.7641;-1.4174;A2;H1;3.47;8.85;0.9;0.1;
14477;48.7675;-1.3087;A2;H1;3.41;8.9;0.9;0.1;
14478;48.7708;-1.2001;A2;H1;3.37;8.9;0.75;0.05;
14479;48.774;-1.0914;A2;H1;3.3;8.9;0.8;0.05;
14480;48.7771;-0.9827;A2;H1;4.28;13.85;3.75;0.55;
14481;48.78;-0.874;A2;H1;4.3;13.85;3.5;0.35;
14482;48.7829;-0.7653;A2;H1;4.3;13.8;3.45;0.35;
14483;48.7857;-0.6565;A2;H1;4.61;14.9;3.4;0.25;
14484;48.7884;-0.5478;A2;H1;4.55;14.7;3.05;0.1;
14485;48.791;-0.4391;A2;H1;4.54;15.85;3.2;0.15;
14486;48.7935;-0.3303;A2;H1;4.52;15.95;3.1;0.15;
14487;48.7959;-0.2215;A2;H1;4.54;16.6;3.7;0.1;
14488;48.7982;-0.1127;A2;H1;5.28;22.75;6;1.1;
14489;48.8004;-0.004;A2;H1;5.34;22.95;6;1.1;
14490;48.8024;0.1048;A2;H1;5.42;23.35;6.15;1.3;
14491;48.8044;0.2136;A2;H1;4.94;19.55;5.8;1.3;
14492;48.8063;0.3225;A2;H1;4.92;19.25;5.9;1.65;
14493;48.8081;0.4313;A2;H1;4.64;17.8;4.65;0.9;
14494;48.8098;0.5401;A2;H1;4.63;17.8;4.65;0.9;
14495;48.8114;0.649;A2;H1;5.77;26.95;6.75;1.5;
14496;48.8129;0.7578;A2;H1;5.88;27.35;7.15;1.7;
14497;48.8143;0.8666;A2;H1;5.89;27.35;7.15;1.55;
14498;48.8156;0.9755;A2;H1;5.91;27.45;7.05;1.55;
14499;48.8168;1.0844;A2;H1;5.94;27.55;7.1;1.6;
14500;48.8179;1.1932;A2;H1;5.98;27.85;7.05;1.6;
14501;48.8189;1.3021;A2;H1;6.15;28.85;7.05;2.65;
14502;48.8198;1.411;A2;H1;6.53;33.75;7.65;1.45;
14503;48.8206;1.5199;A2;H1;6.52;33.75;7.7;1.4;
14504;48.8213;1.6287;A2;H1;6.01;28;5.7;0.45;
14505;48.8219;1.7376;A2;H1;5.55;22.8;3.8;0;
14506;48.8224;1.8465;A2;H1;5.66;23.2;3.75;0;
14507;48.8228;1.9554;A2;H1;5.55;22.8;3.75;0;
14508;48.8231;2.0643;A2;H1;5.62;22.35;3.75;0.1;
14509;48.8233;2.1732;A2;H1;6.16;28.6;4.55;0.15;
14510;48.8234;2.2821;A2;H1;6.55;31.7;5;0.45;
14511;48.8234;2.391;A2;H1;6.59;31.9;5;0.45;
14512;48.8233;2.4998;A2;H1;6.75;34.8;6.1;0.4;
14513;48.8231;2.6087;A2;H1;6.05;28.35;5.3;0.6;
14514;48.8228;2.7176;A2;H1;5.9;27.75;4.3;0.1;
14515;48.8224;2.8265;A2;H1;5.84;27.45;4.3;0.15;
14516;48.8219;2.9354;A2;H1;5.94;27.9;4.4;0.15;
14517;48.8213;3.0443;A2;H1;5.55;24.6;4.4;0.15;
14518;48.8206;3.1532;A2;H1;5.56;24.75;4.85;0.15;
14519;48.8198;3.262;A2;H1;5.44;24.35;4.85;0.15;
14520;48.8189;3.3709;A2;H1;5.36;24.05;4.7;0.1;
14521;48.8179;3.4798;A2;H1;4.78;20.2;3;0.05;
14522;48.8168;3.5886;A2;H1;4.76;20.15;3.1;0.05;
14523;48.8156;3.6975;A2;H1;4.66;19.8;1.8;0;
14524;48.8143;3.8064;A2;H1;4.76;20.6;1.7;0;
14525;48.8129;3.9152;A2;H1;4.91;22.75;2.25;0;
14526;48.8114;4.0241;A2;H1;4.9;23;3.05;0.05;
14527;48.8098;4.1329;A2;H1;4.94;23.25;3.05;0.1;
14528;48.8081;4.2417;A2;H1;4.93;23.05;3;0.1;
14529;48.8064;4.3506;A2;H1;4.93;23.05;3;0.1;
14530;48.8045;4.4594;A2;H1;5.1;23.95;3.35;0.15;
14531;48.8025;4.5682;A2;H1;4.92;23;3;0.05;
14532;48.8004;4.677;A2;H1;4.82;21.15;3;0.15;
14533;48.7982;4.7858;A2;H1;4.31;19.25;2.9;0.1;
14534;48.7959;4.8945;A2;H1;4.91;24.05;4.25;0.7;
14535;48.7935;5.0033;A2;H1;4.78;23.25;3.95;0.6;
14536;48.791;5.1121;A2;H1;4.56;20.95;3.5;0.6;
14537;48.7884;5.2208;A2;H1;4.21;19.15;3.25;0.5;
14538;48.7857;5.3296;A2;H1;4.09;18.65;2.95;0.5;
14539;48.783;5.4383;A2;H1;4.2;18.9;3.3;0.55;
14540;48.7801;5.547;A2;H1;4.84;22.35;4;0.5;
14541;48.7771;5.6557;A2;H1;4.56;20.9;3.4;0.4;
14542;48.774;5.7644;A2;H1;5.55;26.65;5.4;1.35;
14543;48.7708;5.8731;A2;H1;5.59;27.05;5.7;1.35;
14544;48.7675;5.9817;A2;H1;5.49;26.35;5.35;1.45;
14545;48.7642;6.0904;A2;H1;5.44;26.25;5.4;1.35;
14546;48.7607;6.199;A2;H1;5.35;25.95;5.15;1.3;
14547;48.7571;6.3077;A2;H1;5.73;27.85;6.15;1.3;
14548;48.7534;6.4163;A2;H1;4.72;20.95;4.05;0.35;
14549;48.7496;6.5248;A2;H1;4.74;21.15;4.05;0.35;
14550;48.7458;6.6334;A2;H1;4.33;18.85;3.35;0.2;
14551;48.7418;6.742;A2;H1;4.3;18.6;3.2;0.2;
14552;48.7377;6.8505;A2;H1;4.05;16.55;2.15;0.05;
14553;48.7335;6.959;A2;H1;4;16.2;2.25;0.05;
14554;48.7292;7.0675;A2;H1;4.03;16.5;2.15;0.05;
14555;48.7249;7.176;A2;H1;3.48;12.55;2;0.2;
14556;48.7204;7.2845;A2;H1;3.81;14.85;2.15;0.2;
14557;48.7158;7.393;A2;H1;4.44;18.15;2.45;0.2;
14558;48.7112;7.5014;A2;H1;4.35;18.6;1.3;0.05;
14559;48.7064;7.6098;A2;H1;4.39;18.85;1.35;0.05;
14560;48.7015;7.7182;A2;H1;3.51;11.15;0.75;0.05;
14561;48.6965;7.8266;A2;H1;3.58;12.25;0.4;0;
14600;48.7527;-3.4866;A2;H1;4.53;14.95;2.9;0.4;
14601;48.758;-3.3781;A2;H1;4.52;15.05;2.9;0.4;
14602;48.7631;-3.2696;A2;H1;4.42;14.05;2.05;0.35;
14603;48.7682;-3.1611;A2;H1;4.4;14;2;0.35;
14604;48.7732;-3.0526;A2;H1;4.31;13.85;1.8;0.3;
14618;48.8324;-1.5314;A2;H1;3.13;6.95;0.3;0;
14619;48.8359;-1.4226;A2;H1;3.03;6.7;0.15;0;
14620;48.8393;-1.3138;A2;H1;3.01;6.65;0.3;0;
14621;48.8426;-1.205;A2;H1;2.99;6.65;0.3;0;
14622;48.8458;-1.0961;A2;H1;2.98;6.7;0.25;0;
14623;48.8489;-0.9873;A2;H1;4.41;13.9;3.45;0.45;
14624;48.8519;-0.8784;A2;H1;4.43;13.95;3.55;0.5;
14625;48.8548;-0.7696;A2;H1;4.34;13.55;3.45;0.45;
14626;48.8576;-0.6607;A2;H1;4.35;13.6;3.4;0.4;
14627;48.8603;-0.5518;A2;H1;4.41;13.9;3.45;0.45;
14628;48.8628;-0.4429;A2;H1;4.43;13.95;3.55;0.45;
14629;48.8653;-0.334;A2;H1;4.32;14.05;3.75;0.25;
14630;48.8677;-0.2251;A2;H1;5.36;20.95;6.45;1.45;
14631;48.87;-0.1161;A2;H1;5.44;21.5;6.2;1;
14632;48.8722;-0.0072;A2;H1;5.48;21.6;6.3;1.15;
14633;48.8743;0.1017;A2;H1;5.28;22.8;5.7;1;
14634;48.8763;0.2107;A2;H1;4.98;19.85;5.85;1.3;
14635;48.8782;0.3197;A2;H1;4.91;19.7;5.8;1.3;
14636;48.88;0.4286;A2;H1;4.96;20.25;5.9;1.5;
14637;48.8817;0.5376;A2;H1;5.07;20.85;7;2.8;
14638;48.8833;0.6466;A2;H1;6.13;29.25;8.2;2.8;
14639;48.8848;0.7556;A2;H1;5.89;27.35;7.15;1.6;
14640;48.8862;0.8646;A2;H1;5.9;27.35;7.15;1.6;
14641;48.8875;0.9736;A2;H1;5.91;27.4;7.2;1.55;
14642;48.8887;1.0826;A2;H1;5.98;27.8;7.1;1.7;
14643;48.8898;1.1916;A2;H1;5.99;27.8;7.1;1.7;
14644;48.8908;1.3007;A2;H1;6.13;28.7;7.1;2.75;
14645;48.8917;1.4097;A2;H1;6.18;29.3;7.05;2.45;
14646;48.8925;1.5187;A2;H1;6.47;33.5;7.6;1.25;
14647;48.8932;1.6278;A2;H1;6.36;30.5;6.7;2.05;
14648;48.8938;1.7368;A2;H1;5.52;22.35;4;0.1;
14649;48.8943;1.8458;A2;H1;5.61;22.95;3.75;0;
14650;48.8947;1.9549;A2;H1;5.49;22.2;3.95;0.15;
14651;48.895;2.0639;A2;H1;5.82;23.5;3.9;0.05;
14652;48.8952;2.1729;A2;H1;5.85;25.95;3.7;0.05;
14653;48.8953;2.282;A2;H1;6.45;31.75;4.65;0.05;
14654;48.8953;2.391;A2;H1;6.69;33.65;5.85;0.8;
14655;48.8952;2.5001;A2;H1;6.62;33.05;5.75;0.7;
14656;48.895;2.6091;A2;H1;6.19;29.05;5.65;0.7;
14657;48.8947;2.7181;A2;H1;6.16;29.35;4.75;0.25;
14658;48.8943;2.8272;A2;H1;5.92;28.5;4.15;0.05;
14659;48.8938;2.9362;A2;H1;5.48;24;4.35;0.15;
14660;48.8932;3.0453;A2;H1;5.43;23.7;4.1;0.15;
14661;48.8925;3.1543;A2;H1;5.52;24.6;4.85;0.1;
14662;48.8917;3.2633;A2;H1;5.43;24.35;4.8;0.1;
14663;48.8908;3.3723;A2;H1;4.95;21.5;3.8;0.1;
