#-----------------------------------------------------------------------------
# Date d'extraction : 31/08/2021 - 07h56 loc.
#-----------------------------------------------------------------------------
# Producteur : DSM
# Experience : IFM2009
# Modele     : ARPEGE_V4_CNRM (SST_CNRM)
# Scenario :
#     A1B : Sc�nario interm�diaire
#-----------------------------------------------------------------------------
# Horizons :
#     H1 : Horizon proche
#     H2 : Horizon moyen
#     H3 : Horizon lointain
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     NORIFM : Indicateur feux de for�t
#     NORIFM20 : Indicateur feux de for�t nbj sup � 20
#     NORIFM40 : Indicateur feux de for�t nbj sup � 40
#     NORIFM60 : Indicateur feux de for�t nbj sup � 60
#-----------------------------------------------------------------------------
# Format des enregistrements 
Point;Latitude;Longitude;Contexte;P�riode;NORIFM;NORIFM20;NORIFM40;NORIFM60;
13467;48.2309;-2.2417;A1B;H1;6;26.8;4.75;0.5;
13468;48.235;-2.1342;A1B;H1;6.1;28.2;4.9;0.9;
13469;48.2391;-2.0267;A1B;H1;5.92;24.55;4.4;1.05;
13470;48.243;-1.9192;A1B;H1;5.87;24.35;4.4;1.05;
13471;48.2469;-1.8117;A1B;H1;5.97;24.65;4.7;1.45;
13472;48.2506;-1.7041;A1B;H1;5.98;24.75;4.65;1.5;
13473;48.2543;-1.5965;A1B;H1;6.02;24.95;4.8;1.55;
13474;48.2578;-1.489;A1B;H1;5.36;21.55;3.9;0.8;
13475;48.2613;-1.3814;A1B;H1;5.33;21.15;3.9;0.7;
13476;48.2646;-1.2738;A1B;H1;5.32;21.05;3.85;0.7;
13477;48.2679;-1.1661;A1B;H1;5.33;22.35;3.8;0.6;
13478;48.271;-1.0585;A1B;H1;5.29;21.35;3.5;0.55;
13479;48.2741;-0.9508;A1B;H1;5.32;21.5;3.55;0.55;
13480;48.277;-0.8432;A1B;H1;5.27;21.25;3.45;0.5;
13481;48.2799;-0.7355;A1B;H1;5.99;29.85;4.7;1.35;
13482;48.2827;-0.6278;A1B;H1;6.05;30.3;4.7;1.4;
13483;48.2853;-0.5201;A1B;H1;6.27;30.4;5.5;1.95;
13484;48.2879;-0.4124;A1B;H1;5.78;25.55;5.1;1.4;
13485;48.2904;-0.3047;A1B;H1;5.67;25.2;5.05;0.95;
13486;48.2927;-0.197;A1B;H1;5.79;25.6;5.1;1.3;
13487;48.295;-0.0892;A1B;H1;6.34;30.7;4.75;1.65;
13488;48.2972;0.0185;A1B;H1;6.38;31.15;4.75;1.6;
13489;48.2992;0.1263;A1B;H1;6.41;31.15;4.75;1.5;
13490;48.3012;0.234;A1B;H1;7.16;42.65;5.6;1.5;
13491;48.3031;0.3418;A1B;H1;7.17;42.9;5.6;1.45;
13492;48.3049;0.4496;A1B;H1;6.09;29.25;5;0.55;
13493;48.3065;0.5574;A1B;H1;5.74;25.65;4.45;0.6;
13494;48.3081;0.6652;A1B;H1;5.72;25.65;4.4;0.55;
13495;48.3096;0.773;A1B;H1;6.26;32.95;5.2;0.6;
13496;48.311;0.8808;A1B;H1;6.03;32.25;3.75;0.3;
13497;48.3123;0.9886;A1B;H1;5.86;31.2;3.6;0.25;
13498;48.3134;1.0964;A1B;H1;7.12;42.5;5.2;0.3;
13499;48.3145;1.2042;A1B;H1;7.26;43.65;5.25;0.35;
13500;48.3155;1.312;A1B;H1;7.3;43;5.2;0.75;
13501;48.3164;1.4199;A1B;H1;7.34;43.25;5.25;0.75;
13502;48.3172;1.5277;A1B;H1;7.35;43.4;5.45;0.75;
13503;48.3179;1.6355;A1B;H1;7.37;43.8;5.6;0.65;
13504;48.3185;1.7434;A1B;H1;7.37;43.75;5.5;0.75;
13505;48.319;1.8512;A1B;H1;7.41;46.45;5.45;0.55;
13506;48.3194;1.9591;A1B;H1;7.41;46.5;5.35;0.55;
13507;48.3197;2.0669;A1B;H1;7.28;42.45;5.35;0.45;
13508;48.3199;2.1747;A1B;H1;7.12;41.3;5.65;0.45;
13509;48.32;2.2826;A1B;H1;7.11;41;5.55;0.25;
13510;48.32;2.3904;A1B;H1;7.22;40.95;5.8;0.75;
13511;48.3199;2.4983;A1B;H1;6.59;35.25;3.7;0.1;
13512;48.3197;2.6061;A1B;H1;6.6;35.4;3.7;0.1;
13513;48.3194;2.714;A1B;H1;6.75;36.05;3.9;0.3;
13514;48.319;2.8218;A1B;H1;6.73;35.7;3.75;0.3;
13515;48.3185;2.9297;A1B;H1;6.72;33.85;4;0.8;
13516;48.3179;3.0375;A1B;H1;6.12;28.95;3.3;0.25;
13517;48.3172;3.1453;A1B;H1;6.19;29.25;3.35;0.25;
13518;48.3164;3.2532;A1B;H1;5.47;24.35;2.75;0.2;
13519;48.3155;3.361;A1B;H1;5.3;23.2;2.45;0.2;
13520;48.3145;3.4688;A1B;H1;5.26;23.1;2;0.1;
13521;48.3135;3.5766;A1B;H1;5.53;24.45;3.55;0.5;
13522;48.3123;3.6844;A1B;H1;5.41;23.3;3.15;0.05;
13523;48.311;3.7923;A1B;H1;5.48;23.9;3.25;0.05;
13524;48.3096;3.9001;A1B;H1;5.71;26.6;3.95;0.55;
13525;48.3081;4.0079;A1B;H1;6.43;32.7;4.55;1.9;
13526;48.3066;4.1157;A1B;H1;6.42;32.45;4.45;1.9;
13527;48.3049;4.2234;A1B;H1;6.29;31.65;4.4;1.9;
13528;48.3031;4.3312;A1B;H1;6.03;30.05;4.3;1.8;
13529;48.3012;4.439;A1B;H1;5.94;28.95;4.25;1.85;
13530;48.2993;4.5468;A1B;H1;5.9;28.45;4.25;1.9;
13531;48.2972;4.6545;A1B;H1;5.51;23.95;3.9;1.75;
13532;48.295;4.7623;A1B;H1;5.21;23.65;3.15;0.65;
13533;48.2928;4.87;A1B;H1;4.19;16.35;2.6;0.9;
13534;48.2904;4.9777;A1B;H1;4.18;16.25;2.55;0.95;
13535;48.2879;5.0854;A1B;H1;4.25;16.85;2.6;0.8;
13536;48.2854;5.1932;A1B;H1;4.23;16.2;3.5;1.15;
13537;48.2827;5.3009;A1B;H1;4.22;16.15;3.5;1.15;
13538;48.2799;5.4085;A1B;H1;3.96;14.75;3.1;0.9;
13539;48.2771;5.5162;A1B;H1;3.97;14.85;3.1;0.9;
13540;48.2741;5.6239;A1B;H1;4.78;20.2;3.55;1.1;
13541;48.2711;5.7315;A1B;H1;4.61;18.5;3.4;1.05;
13542;48.2679;5.8392;A1B;H1;4.8;18.9;3.95;1.8;
13543;48.2647;5.9468;A1B;H1;4.58;17.3;3.75;1.8;
13544;48.2613;6.0544;A1B;H1;4.85;19.15;4.05;1.9;
13545;48.2579;6.162;A1B;H1;4.97;20.1;4.05;2;
13546;48.2543;6.2696;A1B;H1;4.55;19.7;2.75;0.6;
13547;48.2507;6.3771;A1B;H1;4.21;15.65;2.2;0.3;
13548;48.2469;6.4847;A1B;H1;4.15;15.1;2.1;0.2;
13549;48.2431;6.5922;A1B;H1;3.97;12.5;2.3;0.75;
13550;48.2391;6.6998;A1B;H1;2.93;7.05;1.95;0.7;
13551;48.2351;6.8073;A1B;H1;2.61;6.05;1.65;0.55;
13552;48.2309;6.9148;A1B;H1;2.88;6.95;1.85;0.7;
13553;48.2267;7.0222;A1B;H1;2.59;6;1.55;0.55;
13554;48.2224;7.1297;A1B;H1;2.74;6.4;2.2;0.9;
13555;48.2179;7.2371;A1B;H1;2.99;7.7;2.4;1.05;
13556;48.2134;7.3445;A1B;H1;5.3;20.95;3.45;1.55;
13557;48.2088;7.4519;A1B;H1;5.18;19.25;3.4;1.4;
13558;48.2041;7.5593;A1B;H1;5.18;19.25;3.4;1.4;
13591;48.2053;-4.2893;A1B;H1;5.01;21.75;1.2;0.1;
13592;48.2113;-4.1821;A1B;H1;4.98;22.2;3.7;0.35;
13593;48.2172;-4.0748;A1B;H1;5.03;22.55;4;0.45;
13594;48.223;-3.9675;A1B;H1;4.76;21.4;3.35;0.3;
13595;48.2287;-3.8602;A1B;H1;4.75;21.35;3.15;0.25;
13596;48.2344;-3.7529;A1B;H1;4.75;21.3;3.2;0.3;
13597;48.2399;-3.6455;A1B;H1;4.67;19.45;2.85;0.25;
13598;48.2453;-3.5382;A1B;H1;4.86;19.8;3;0.25;
13599;48.2506;-3.4308;A1B;H1;5.08;22.1;4.05;0.8;
13600;48.2559;-3.3233;A1B;H1;5.08;22.4;3.95;0.75;
13601;48.261;-3.2159;A1B;H1;5.09;21.95;4.05;0.8;
13602;48.266;-3.1084;A1B;H1;5.05;20.45;5.1;1.1;
13603;48.2709;-3.0009;A1B;H1;5.02;20.85;4.95;0.95;
13604;48.2758;-2.8934;A1B;H1;5.09;19.85;3.05;0.35;
13605;48.2805;-2.7859;A1B;H1;5.06;18.35;2.25;0.15;
13606;48.2851;-2.6784;A1B;H1;5.12;18.4;2.75;0.2;
13607;48.2897;-2.5708;A1B;H1;5.05;18.4;2.35;0.15;
13608;48.2941;-2.4632;A1B;H1;5.12;18.4;2.65;0.2;
13609;48.2985;-2.3556;A1B;H1;5.98;26.6;4.9;0.7;
13610;48.3027;-2.248;A1B;H1;6.03;27.4;4.6;0.4;
13611;48.3068;-2.1404;A1B;H1;5.9;27.7;4.85;0.6;
13612;48.3109;-2.0327;A1B;H1;5.92;28;4.85;0.7;
13613;48.3148;-1.925;A1B;H1;6.12;28.45;4.85;0.95;
13614;48.3187;-1.8174;A1B;H1;6.04;25.1;4.65;1.55;
13615;48.3224;-1.7097;A1B;H1;6.03;24.95;4.7;1.55;
13616;48.3261;-1.6019;A1B;H1;6.01;24.9;4.8;1.6;
13617;48.3296;-1.4942;A1B;H1;5.4;21.6;4;1.05;
13618;48.3331;-1.3865;A1B;H1;5.33;21;3.9;0.7;
13619;48.3365;-1.2787;A1B;H1;5.28;20.9;3.75;0.7;
13620;48.3397;-1.1709;A1B;H1;5.34;22.45;3.8;0.65;
13621;48.3429;-1.0632;A1B;H1;5.25;22.05;3.9;0.75;
13622;48.3459;-0.9554;A1B;H1;5.2;20.9;3.3;0.3;
13623;48.3489;-0.8475;A1B;H1;5.17;20.55;3.2;0.3;
13624;48.3518;-0.7397;A1B;H1;5.22;20.95;3.2;0.3;
13625;48.3545;-0.6319;A1B;H1;5.32;21.8;3.5;0.55;
13626;48.3572;-0.524;A1B;H1;5.77;25.35;5.1;1.4;
13627;48.3598;-0.4162;A1B;H1;5.67;25.2;5.05;1.05;
13628;48.3622;-0.3083;A1B;H1;5.71;25.25;5;1.05;
13629;48.3646;-0.2004;A1B;H1;5.67;25.2;5.05;1.05;
13630;48.3669;-0.0926;A1B;H1;5.45;21.95;3.95;0.9;
13631;48.3691;0.0153;A1B;H1;6.22;29.9;4.75;1.25;
13632;48.3711;0.1232;A1B;H1;6.27;30.5;4.75;1.4;
13633;48.3731;0.2311;A1B;H1;6.16;29.05;4.7;1.2;
13634;48.375;0.3391;A1B;H1;6.17;29.55;4.7;1.2;
13635;48.3768;0.447;A1B;H1;5.97;27.9;5;0.9;
13636;48.3784;0.5549;A1B;H1;5.61;24.55;4.35;0.55;
13637;48.38;0.6629;A1B;H1;5.61;24.6;4.35;0.55;
13638;48.3815;0.7708;A1B;H1;5.7;25.3;4.4;0.55;
13639;48.3829;0.8788;A1B;H1;5.58;25.7;3.1;0.3;
13640;48.3842;0.9867;A1B;H1;5.93;31.3;3.7;0.3;
13641;48.3854;1.0947;A1B;H1;7.05;42.1;5.15;0.4;
13642;48.3865;1.2027;A1B;H1;7.17;43.5;4.7;0.25;
13643;48.3874;1.3106;A1B;H1;7.29;42.85;5.2;0.75;
13644;48.3883;1.4186;A1B;H1;7.36;43.55;5.4;0.75;
13645;48.3891;1.5266;A1B;H1;7.38;44.05;5.55;0.75;
13646;48.3898;1.6346;A1B;H1;7.35;43.35;5.45;0.75;
13647;48.3904;1.7426;A1B;H1;7.37;43.75;5.5;0.75;
13648;48.3909;1.8505;A1B;H1;7.38;46;5.35;0.55;
13649;48.3913;1.9585;A1B;H1;7.16;41.95;4.8;0.25;
13650;48.3916;2.0665;A1B;H1;7.24;42.1;5.3;0.45;
13651;48.3918;2.1745;A1B;H1;7.13;41.3;5.65;0.45;
13652;48.3919;2.2825;A1B;H1;7.18;40.7;5.75;0.75;
13653;48.3919;2.3905;A1B;H1;7.28;41.85;6.2;0.75;
13654;48.3918;2.4985;A1B;H1;7.42;43.4;6.3;0.75;
13655;48.3916;2.6065;A1B;H1;6.59;35.25;3.7;0.1;
13656;48.3913;2.7145;A1B;H1;6.73;36.8;4.2;0.25;
13657;48.3909;2.8225;A1B;H1;6.53;34.4;3.75;0.15;
13658;48.3904;2.9305;A1B;H1;6.53;34.3;3.8;0.15;
13659;48.3898;3.0385;A1B;H1;6.81;33.65;4.5;0.95;
13660;48.3891;3.1464;A1B;H1;6.81;33.7;4.5;0.95;
13661;48.3883;3.2544;A1B;H1;6.69;32.85;4.25;0.9;
13662;48.3875;3.3624;A1B;H1;6.57;31.75;4.2;0.9;
13663;48.3865;3.4704;A1B;H1;5.71;25.9;2.55;0.15;
13664;48.3854;3.5783;A1B;H1;5.99;28.6;4.3;0.95;
13665;48.3842;3.6863;A1B;H1;6.05;29.15;4.4;0.55;
13666;48.3829;3.7943;A1B;H1;5.98;28.55;4.35;0.55;
13667;48.3815;3.9022;A1B;H1;6.12;29.7;4.6;0.55;
13668;48.38;4.0102;A1B;H1;6.07;29.35;4.5;0.55;
13669;48.3785;4.1181;A1B;H1;6.17;30.25;4.35;1.9;
13670;48.3768;4.226;A1B;H1;6.2;30.7;4.35;1.9;
13671;48.375;4.334;A1B;H1;6.39;32.25;4.45;1.9;
13672;48.3731;4.4419;A1B;H1;6.05;30.05;4.3;1.8;
13673;48.3712;4.5498;A1B;H1;5.91;27.5;4.1;1.7;
13674;48.3691;4.6577;A1B;H1;5.83;26.85;4.1;1.75;
13675;48.3669;4.7656;A1B;H1;5.2;23.55;3.15;0.9;
13676;48.3646;4.8735;A1B;H1;4.43;18.1;2.6;0.7;
13677;48.3623;4.9814;A1B;H1;4.21;16.6;2.6;0.8;
13678;48.3598;5.0892;A1B;H1;4.2;16.4;2.6;0.95;
13679;48.3572;5.1971;A1B;H1;4.33;16.8;3.6;1.15;
13680;48.3546;5.3049;A1B;H1;3.97;14.85;2.95;0.85;
13681;48.3518;5.4128;A1B;H1;4.57;18.3;3.4;0.9;
13682;48.3489;5.5206;A1B;H1;4.61;18.6;3.4;1.05;
13683;48.346;5.6284;A1B;H1;4.96;21.35;3.95;1.3;
13684;48.3429;5.7362;A1B;H1;4.55;17.3;3.6;1.7;
13685;48.3398;5.844;A1B;H1;4.78;18.8;3.9;1.8;
13686;48.3365;5.9517;A1B;H1;4.72;18.5;3.85;1.8;
13687;48.3331;6.0595;A1B;H1;5;20.3;4.05;2.1;
13688;48.3297;6.1672;A1B;H1;4.97;20.1;4.05;2;
13689;48.3261;6.275;A1B;H1;4.92;19.7;4.05;2;
13690;48.3225;6.3827;A1B;H1;4.11;13.9;2.65;0.9;
13691;48.3187;6.4904;A1B;H1;4.13;13.9;2.7;0.9;
13692;48.3149;6.5981;A1B;H1;4.18;14.3;2.35;0.8;
13693;48.3109;6.7057;A1B;H1;3.76;11.1;2.25;0.7;
13694;48.3069;6.8134;A1B;H1;2.94;7.05;1.95;0.7;
13695;48.3028;6.921;A1B;H1;2.96;7.15;1.95;0.7;
13696;48.2985;7.0286;A1B;H1;2.64;6.05;1.6;0.55;
13697;48.2942;7.1362;A1B;H1;2.39;4.8;1.7;0.7;
13698;48.2897;7.2438;A1B;H1;2.87;7.1;2.15;0.8;
13699;48.2852;7.3514;A1B;H1;4.57;15.85;3;1.15;
13700;48.2806;7.4589;A1B;H1;5.22;19.4;3.4;1.5;
13701;48.2758;7.5665;A1B;H1;5.24;19.5;3.5;1.5;
13702;48.271;7.674;A1B;H1;5.24;19.5;3.5;1.5;
13732;48.2646;-4.5131;A1B;H1;4.97;20.35;0.6;0.05;
13733;48.2709;-4.4058;A1B;H1;4.99;20.5;1.15;0.1;
13734;48.277;-4.2984;A1B;H1;5.02;19.85;2.05;0.2;
13735;48.283;-4.191;A1B;H1;5.03;22.75;4;0.4;
13736;48.2889;-4.0836;A1B;H1;4.75;21.3;3.2;0.3;
13737;48.2947;-3.9762;A1B;H1;4.75;21.3;3.2;0.25;
13738;48.3005;-3.8687;A1B;H1;4.73;21.2;3.15;0.25;
13739;48.3061;-3.7612;A1B;H1;4.74;21.15;3.2;0.25;
13740;48.3116;-3.6537;A1B;H1;4.66;19.3;2.85;0.25;
13741;48.317;-3.5462;A1B;H1;4.66;19.3;2.85;0.25;
13742;48.3224;-3.4387;A1B;H1;5.06;21.9;3.75;0.65;
13743;48.3276;-3.3311;A1B;H1;5.07;22.85;3.8;0.45;
13744;48.3327;-3.2235;A1B;H1;5.02;20.85;4.9;0.95;
13745;48.3378;-3.1159;A1B;H1;5.03;20.95;5;0.95;
13746;48.3427;-3.0083;A1B;H1;5.02;21;4.95;0.95;
13747;48.3475;-2.9006;A1B;H1;5.02;20.9;4.9;0.95;
13748;48.3523;-2.7929;A1B;H1;5.07;19.8;3;0.35;
13749;48.3569;-2.6852;A1B;H1;5.11;18.4;2.65;0.2;
13750;48.3615;-2.5775;A1B;H1;5.17;19.15;2.6;0.2;
13751;48.3659;-2.4698;A1B;H1;5.19;19;2.8;0.2;
13752;48.3703;-2.3621;A1B;H1;6.05;27.4;4.65;0.4;
13753;48.3745;-2.2543;A1B;H1;5.87;27.25;4.7;0.45;
13754;48.3787;-2.1465;A1B;H1;5.86;26.9;4.85;0.7;
13755;48.3827;-2.0387;A1B;H1;5.96;28.15;4.9;0.95;
13756;48.3867;-1.9309;A1B;H1;5.97;28.1;4.9;0.95;
13757;48.3905;-1.8231;A1B;H1;6.05;25.25;4.65;1.45;
13758;48.3943;-1.7152;A1B;H1;6.03;24.95;4.85;1.65;
13759;48.3979;-1.6074;A1B;H1;6.04;25.25;4.8;1.55;
13760;48.4015;-1.4995;A1B;H1;6.06;25.3;4.8;1.55;
13761;48.4049;-1.3916;A1B;H1;5.3;20.95;3.85;0.7;
13762;48.4083;-1.2837;A1B;H1;5.29;22.4;3.75;0.55;
13763;48.4116;-1.1758;A1B;H1;5.31;22.25;4.1;0.8;
13764;48.4147;-1.0678;A1B;H1;5.43;23.4;4.45;0.9;
13765;48.4178;-0.9599;A1B;H1;5.36;22.5;4.35;0.9;
13766;48.4208;-0.8519;A1B;H1;5.18;20.6;3.2;0.3;
13767;48.4236;-0.744;A1B;H1;5.2;20.9;3.05;0.25;
13768;48.4264;-0.636;A1B;H1;5.54;22.3;4.45;0.75;
13769;48.4291;-0.528;A1B;H1;5.78;25.55;5.05;1.25;
13770;48.4316;-0.42;A1B;H1;5.76;25.3;5.1;1.55;
13771;48.4341;-0.312;A1B;H1;5.76;25.35;5.1;1.4;
13772;48.4365;-0.2039;A1B;H1;5.6;24.9;5;0.95;
13773;48.4388;-0.0959;A1B;H1;6.02;29.75;5.35;1;
13774;48.4409;0.0121;A1B;H1;5.92;26.85;4.4;1;
13775;48.443;0.1202;A1B;H1;5.98;27.4;4.7;1.4;
13776;48.445;0.2282;A1B;H1;6.25;30.45;4.75;1.35;
13777;48.4469;0.3363;A1B;H1;6.28;31.45;5.15;0.9;
13778;48.4487;0.4444;A1B;H1;5.64;24.9;4.35;0.55;
13779;48.4503;0.5525;A1B;H1;5.66;25.1;4.4;0.55;
13780;48.4519;0.6606;A1B;H1;5.67;25.25;4.4;0.55;
13781;48.4534;0.7687;A1B;H1;5.6;24.5;4.3;0.55;
13782;48.4548;0.8768;A1B;H1;5.59;24.5;4.3;0.55;
13783;48.4561;0.9849;A1B;H1;5.94;31.5;3.55;0.3;
13784;48.4573;1.093;A1B;H1;7.13;42.75;5.2;0.3;
13785;48.4584;1.2011;A1B;H1;7.22;43.45;5.25;0.3;
13786;48.4594;1.3092;A1B;H1;7.21;41.7;5;0.7;
13787;48.4602;1.4173;A1B;H1;7.32;43.05;5.2;0.75;
13788;48.461;1.5255;A1B;H1;7.39;44.15;5.55;0.75;
13789;48.4617;1.6336;A1B;H1;7.36;43.65;5.4;0.75;
13790;48.4623;1.7417;A1B;H1;7.37;43.95;5.6;0.65;
13791;48.4628;1.8499;A1B;H1;6.22;30.3;4.2;0.5;
13792;48.4632;1.958;A1B;H1;7.04;39.4;5.3;0.55;
13793;48.4635;2.0662;A1B;H1;7.05;38.5;5.5;0.9;
13794;48.4637;2.1743;A1B;H1;7.19;40.85;5.75;0.75;
13795;48.4638;2.2824;A1B;H1;7.2;40.85;5.7;0.75;
13796;48.4638;2.3906;A1B;H1;7.15;40.6;5.8;0.75;
13797;48.4637;2.4987;A1B;H1;7.16;38.95;5.85;1.15;
13798;48.4635;2.6069;A1B;H1;7.09;38.55;5.6;0.9;
13799;48.4632;2.715;A1B;H1;6.64;35.55;3.95;0.15;
13800;48.4628;2.8231;A1B;H1;6.43;33.5;3.65;0.1;
13801;48.4623;2.9313;A1B;H1;6.34;32.55;3.55;0.1;
13802;48.4617;3.0394;A1B;H1;5.54;24.1;2.6;0.1;
13803;48.461;3.1475;A1B;H1;5.78;25.7;3.15;0.5;
13804;48.4603;3.2557;A1B;H1;6.79;33.6;4.5;0.95;
13805;48.4594;3.3638;A1B;H1;6.85;34;4.5;0.95;
13806;48.4584;3.4719;A1B;H1;5.86;27.15;3;0.2;
13807;48.4573;3.58;A1B;H1;5.69;26.3;2.15;0;
13808;48.4561;3.6882;A1B;H1;6.24;30.55;4.7;0.55;
13809;48.4548;3.7963;A1B;H1;6.22;30.55;4.7;0.55;
13810;48.4534;3.9044;A1B;H1;6.27;30.7;4.7;0.55;
13811;48.452;4.0125;A1B;H1;6.03;29;4.4;0.55;
13812;48.4504;4.1205;A1B;H1;6.33;31.9;4.45;1.9;
13813;48.4487;4.2286;A1B;H1;6.2;30.7;4.35;1.9;
13814;48.4469;4.3367;A1B;H1;6.43;32.7;4.55;1.9;
13815;48.445;4.4448;A1B;H1;6.39;32.2;4.45;1.9;
13816;48.4431;4.5528;A1B;H1;5.96;28;4.1;1.75;
13817;48.441;4.6609;A1B;H1;5.49;25.75;3.4;1.15;
13818;48.4388;4.7689;A1B;H1;5.41;25;3.3;1.1;
13819;48.4365;4.877;A1B;H1;5.2;23.55;3.15;0.9;
13820;48.4342;4.985;A1B;H1;4.41;18.05;2.6;0.7;
13821;48.4317;5.093;A1B;H1;4.3;17.25;2.65;0.85;
13822;48.4291;5.201;A1B;H1;4.24;15.95;3.1;1.5;
13823;48.4264;5.309;A1B;H1;4.08;14.55;3;1.4;
13824;48.4237;5.417;A1B;H1;4.44;17.45;3.8;1.15;
13825;48.4208;5.525;A1B;H1;4.59;18.3;3.4;1.05;
13826;48.4178;5.6329;A1B;H1;4.94;21.3;3.95;1.15;
13827;48.4148;5.7409;A1B;H1;4.79;18.9;3.9;1.8;
13828;48.4116;5.8488;A1B;H1;5.5;23.05;4.7;2.35;
13829;48.4084;5.9567;A1B;H1;5.36;21.55;4.55;2.35;
13830;48.405;6.0646;A1B;H1;5.8;25.8;5.2;2.5;
13831;48.4015;6.1725;A1B;H1;4.9;18.9;3.95;1.8;
13832;48.398;6.2804;A1B;H1;5.08;21.05;4.1;2.1;
13833;48.3943;6.3882;A1B;H1;4.24;14.8;2.85;0.95;
13834;48.3906;6.4961;A1B;H1;4.24;14.8;2.85;0.95;
13835;48.3867;6.6039;A1B;H1;4.34;15.7;2.9;0.85;
13836;48.3828;6.7117;A1B;H1;3.95;12.45;2.3;0.75;
13837;48.3787;6.8195;A1B;H1;3.18;8.65;2.15;0.7;
13838;48.3746;6.9273;A1B;H1;2.85;6.85;1.85;0.7;
13839;48.3703;7.0351;A1B;H1;2.33;5.1;1.2;0.4;
13840;48.366;7.1428;A1B;H1;2.69;6.4;2.1;0.85;
13841;48.3615;7.2506;A1B;H1;2.66;6.2;2.2;1;
13842;48.357;7.3583;A1B;H1;3.04;8;2.2;0.9;
13843;48.3523;7.466;A1B;H1;5.17;19.15;3.4;1.45;
13844;48.3476;7.5736;A1B;H1;5.26;19.65;3.4;1.5;
13845;48.3428;7.6813;A1B;H1;5.25;21.15;3.65;1.2;
13873;48.3236;-4.7374;A1B;H1;4.97;20.35;0.6;0.05;
13876;48.3425;-4.415;A1B;H1;5.01;19.9;1.95;0.2;
13877;48.3486;-4.3075;A1B;H1;5;19.55;1.8;0.15;
13878;48.3547;-4.2;A1B;H1;4.8;19.65;3.55;0.5;
13879;48.3606;-4.0924;A1B;H1;4.74;21.05;3.2;0.25;
13880;48.3664;-3.9848;A1B;H1;4.78;21.45;3.9;0.6;
13881;48.3722;-3.8772;A1B;H1;4.82;21.65;4.25;0.75;
13882;48.3778;-3.7696;A1B;H1;4.81;21.45;4.3;0.95;
13883;48.3833;-3.662;A1B;H1;4.64;19.15;2.7;0.25;
13884;48.3888;-3.5543;A1B;H1;5.08;22.1;4.05;0.8;
13885;48.3941;-3.4466;A1B;H1;5.08;22.1;4;0.8;
13886;48.3993;-3.3389;A1B;H1;5.02;20.85;4.85;0.95;
13887;48.4045;-3.2311;A1B;H1;5.02;21;4.8;0.75;
13888;48.4095;-3.1234;A1B;H1;5.05;20.9;5.1;1.1;
13889;48.4145;-3.0156;A1B;H1;5.02;20.9;4.85;0.95;
13890;48.4193;-2.9078;A1B;H1;5.05;20.45;5.25;1.1;
13891;48.424;-2.8;A1B;H1;5.15;20.15;3.3;0.45;
13892;48.4287;-2.6921;A1B;H1;4.78;16.75;1.6;0.05;
13893;48.4332;-2.5843;A1B;H1;4.85;17.2;1.75;0.05;
13894;48.4377;-2.4764;A1B;H1;5.64;22.9;3.6;0.3;
13895;48.4421;-2.3685;A1B;H1;5.87;27.25;4.7;0.5;
13896;48.4463;-2.2606;A1B;H1;5.87;27.6;4.75;0.5;
13897;48.4505;-2.1527;A1B;H1;5.88;27.1;4.9;0.7;
13898;48.4545;-2.0447;A1B;H1;5.9;27.7;4.85;0.6;
13899;48.4585;-1.9368;A1B;H1;5.92;28.05;4.85;0.7;
13900;48.4623;-1.8288;A1B;H1;4.83;16.15;1.3;0.05;
13901;48.4661;-1.7208;A1B;H1;4.71;13.2;2.25;0.15;
13902;48.4698;-1.6128;A1B;H1;4.69;13.15;2.1;0.15;
13903;48.4733;-1.5048;A1B;H1;4.72;13.25;1.8;0.1;
13904;48.4768;-1.3967;A1B;H1;3.31;6.75;0.95;0.05;
13905;48.4802;-1.2887;A1B;H1;5.31;22.3;3.9;0.75;
13906;48.4834;-1.1806;A1B;H1;5.29;22.15;4;0.8;
13907;48.4866;-1.0725;A1B;H1;5.3;22.3;4;0.75;
13908;48.4897;-0.9644;A1B;H1;5.39;22.65;4.45;0.9;
13909;48.4926;-0.8563;A1B;H1;4.7;16.1;2.35;0.15;
13910;48.4955;-0.7482;A1B;H1;4.74;16.15;2.4;0.2;
13911;48.4983;-0.6401;A1B;H1;4.97;16.8;3.3;0.45;
13912;48.5009;-0.5319;A1B;H1;5.02;16.85;3.55;0.45;
13913;48.5035;-0.4238;A1B;H1;5.86;26.25;5.15;1.55;
13914;48.506;-0.3156;A1B;H1;5.77;25.5;5.1;1.5;
13915;48.5084;-0.2074;A1B;H1;5.62;25;5;1;
13916;48.5107;-0.0993;A1B;H1;5.98;29.05;5.5;1.55;
13917;48.5128;0.0089;A1B;H1;6.05;30.1;6.05;1.45;
13918;48.5149;0.1171;A1B;H1;5.78;26.1;4.25;0.9;
13919;48.5169;0.2253;A1B;H1;5.94;27.2;4.5;1.2;
13920;48.5188;0.3336;A1B;H1;5.97;27.65;5;0.9;
13921;48.5206;0.4418;A1B;H1;5.63;24.85;4.35;0.55;
13922;48.5222;0.55;A1B;H1;5.52;23.95;4.25;0.5;
13923;48.5238;0.6583;A1B;H1;5.54;24.05;4.3;0.5;
