#-----------------------------------------------------------------------------
# Date d'extraction : 31/08/2021 - 08h09 loc.
#-----------------------------------------------------------------------------
# Producteur : DSM
# Experience : IFM2009
# Modele     : ARPEGE_V4_CNRM (SST_CNRM)
# Scenario :
#     REF : r�f�rence
#-----------------------------------------------------------------------------
# Horizons :
#     REF : R�f�rence
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     NORIFM : Indicateur feux de for�t
#     NORIFM20 : Indicateur feux de for�t nbj sup � 20
#     NORIFM40 : Indicateur feux de for�t nbj sup � 40
#     NORIFM60 : Indicateur feux de for�t nbj sup � 60
#-----------------------------------------------------------------------------
# Format des enregistrements 
Point;Latitude;Longitude;Contexte;P�riode;NORIFM;NORIFM20;NORIFM40;NORIFM60;
5634;44.357;1.2837;REF;REF;6.5;35.2;3.85;0.05;
5635;44.3579;1.384;REF;REF;6.47;35.4;3.9;0.05;
5636;44.3588;1.4842;REF;REF;6.49;35.05;3.85;0.05;
5637;44.3595;1.5845;REF;REF;6.48;35.3;3.95;0.05;
5638;44.3602;1.6848;REF;REF;6.45;35.15;3.9;0.05;
5639;44.3607;1.785;REF;REF;6.06;31.6;2.85;0.05;
5640;44.3612;1.8853;REF;REF;5.93;30.35;2.55;0;
5641;44.3615;1.9856;REF;REF;5.84;30.75;2.55;0;
5642;44.3618;2.0859;REF;REF;5.21;24.4;1.45;0;
5643;44.362;2.1861;REF;REF;5.52;26.9;3.15;0.35;
5644;44.3621;2.2864;REF;REF;5.25;24.35;2.75;0.3;
5645;44.3621;2.3867;REF;REF;5.21;23.7;2.65;0.3;
5646;44.362;2.487;REF;REF;5.15;23.35;2.65;0.3;
5647;44.3618;2.5873;REF;REF;5.19;23.55;2.65;0.3;
5648;44.3615;2.6875;REF;REF;4.91;21.45;2.1;0.15;
5649;44.3612;2.7878;REF;REF;4.71;19.45;1.8;0.05;
5650;44.3607;2.8881;REF;REF;4.87;20.95;2.05;0.15;
5651;44.3602;2.9884;REF;REF;6.42;38.25;5.95;0.3;
5652;44.3595;3.0886;REF;REF;5.77;31.55;4.3;0.15;
5653;44.3588;3.1889;REF;REF;5.58;29.3;2.55;0.1;
5654;44.358;3.2892;REF;REF;5.56;29.1;2.6;0.1;
5655;44.357;3.3894;REF;REF;5.77;30.85;2.65;0.15;
5656;44.356;3.4897;REF;REF;5.76;30.55;2.95;0.1;
5657;44.3549;3.5899;REF;REF;5.93;32.1;3;0.15;
5658;44.3537;3.6902;REF;REF;5.34;24.65;1.7;0;
5659;44.3525;3.7904;REF;REF;4.57;15.8;0.85;0;
5660;44.3511;3.8907;REF;REF;5.41;24.85;1.4;0;
5661;44.3496;3.9909;REF;REF;7.81;49.15;4.2;0.2;
5662;44.3481;4.0911;REF;REF;10.21;69.65;13.2;0.75;
5663;44.3464;4.1914;REF;REF;11.4;81.25;18.65;1.95;
5664;44.3447;4.2916;REF;REF;10.85;76.4;14.85;1.25;
5665;44.3428;4.3918;REF;REF;10.85;76.4;14.85;1.25;
5666;44.3409;4.492;REF;REF;10.63;74.4;14.1;1.25;
5667;44.3389;4.5922;REF;REF;11.01;76.35;16.55;4.3;
5668;44.3368;4.6924;REF;REF;13.52;99.55;28.5;4.05;
5669;44.3346;4.7926;REF;REF;11.95;86.4;19.8;1.95;
5670;44.3323;4.8927;REF;REF;11.81;85.6;18.9;1.85;
5671;44.3299;4.9929;REF;REF;9.29;64.5;7.7;0.35;
5672;44.3274;5.0931;REF;REF;10.15;73.25;8.35;0.35;
5673;44.3248;5.1932;REF;REF;8.53;54.2;5.5;0.2;
5674;44.3222;5.2934;REF;REF;8.89;58.8;5.75;0.25;
5675;44.3194;5.3935;REF;REF;7.98;48.25;4.75;0.25;
5676;44.3166;5.4936;REF;REF;7.55;43.35;3.65;0.15;
5677;44.3137;5.5937;REF;REF;7.25;40.3;2.85;0.1;
5678;44.3106;5.6938;REF;REF;9.02;57.45;7.4;0.2;
5679;44.3075;5.7939;REF;REF;10.23;72.1;11.3;0.7;
5680;44.3043;5.894;REF;REF;10.99;81.15;14.45;0.4;
5681;44.301;5.9941;REF;REF;9.31;62.6;8.05;0.2;
5682;44.2976;6.0941;REF;REF;7.41;43.65;1.85;0;
5683;44.2941;6.1942;REF;REF;5.63;22.5;0.25;0;
5684;44.2906;6.2942;REF;REF;7.78;40.55;1.15;0;
5685;44.2869;6.3942;REF;REF;7.05;31.9;0.65;0;
5686;44.2831;6.4942;REF;REF;3.56;2.65;0.05;0.05;
5687;44.2793;6.5942;REF;REF;4.28;8.55;0.25;0.05;
5688;44.2754;6.6942;REF;REF;3.51;2.1;0.05;0.05;
5689;44.2713;6.7941;REF;REF;3.19;1.95;0;0;
5690;44.2672;6.8941;REF;REF;4.35;6.9;0.25;0;
5752;44.3761;-1.2254;REF;REF;4.92;13;0.3;0;
5753;44.3793;-1.1252;REF;REF;4.9;12.9;0.3;0;
5754;44.3825;-1.025;REF;REF;4.61;17.15;0.3;0;
5755;44.3855;-0.9248;REF;REF;4.58;16.85;0.3;0;
5756;44.3884;-0.8245;REF;REF;4.61;17.15;0.3;0;
5757;44.3913;-0.7243;REF;REF;4.6;17.05;0.3;0;
5758;44.394;-0.624;REF;REF;4.54;16.65;0.3;0;
5759;44.3967;-0.5237;REF;REF;4.85;19.15;0.6;0;
5760;44.3993;-0.4235;REF;REF;4.87;19.3;0.65;0;
5761;44.4018;-0.3232;REF;REF;4.86;19.15;0.6;0;
5762;44.4041;-0.2229;REF;REF;5.18;21.95;0.4;0.05;
5763;44.4064;-0.1226;REF;REF;5.12;21.5;0.4;0;
5764;44.4087;-0.0223;REF;REF;5.15;21.55;0.4;0;
5765;44.4108;0.0781;REF;REF;5.19;20.8;0.6;0;
5766;44.4128;0.1784;REF;REF;5.68;25;0.55;0;
5767;44.4147;0.2787;REF;REF;5.8;26.5;0.65;0;
5768;44.4166;0.3791;REF;REF;5.23;20.3;0.3;0;
5769;44.4183;0.4794;REF;REF;5.33;21.8;0.65;0;
5770;44.42;0.5798;REF;REF;5.74;27;1.35;0;
5771;44.4215;0.6801;REF;REF;5.71;26.55;1.3;0;
5772;44.423;0.7805;REF;REF;5.48;23.75;1.2;0;
5773;44.4244;0.8808;REF;REF;5.54;24.45;1.2;0;
5774;44.4257;0.9812;REF;REF;5.2;20.9;0.75;0;
5775;44.4268;1.0816;REF;REF;6.53;35.05;3.9;0.05;
5776;44.428;1.182;REF;REF;6.57;35.4;3.6;0.05;
5777;44.429;1.2824;REF;REF;6.49;35.35;3.85;0.05;
5778;44.4299;1.3828;REF;REF;6.53;35.1;3.85;0.05;
5779;44.4307;1.4831;REF;REF;6.57;35.4;3.6;0.05;
5780;44.4314;1.5835;REF;REF;6.49;35.05;3.85;0.05;
5781;44.4321;1.6839;REF;REF;6.49;35.15;3.8;0.05;
5782;44.4326;1.7843;REF;REF;6.48;35.35;3.95;0.05;
5783;44.4331;1.8847;REF;REF;6.13;33.95;3.4;0;
5784;44.4335;1.9851;REF;REF;5.77;30.35;2.4;0;
5785;44.4337;2.0855;REF;REF;5.44;26.7;1.8;0;
5786;44.4339;2.186;REF;REF;5.54;26.9;3.2;0.45;
5787;44.434;2.2864;REF;REF;5.45;25.85;3;0.35;
5788;44.434;2.3868;REF;REF;4.63;19.3;0.9;0;
5789;44.4339;2.4872;REF;REF;4.54;17.95;0.85;0;
5790;44.4337;2.5876;REF;REF;5.21;23.7;2.65;0.3;
5791;44.4335;2.688;REF;REF;5.15;23.3;2.65;0.3;
5792;44.4331;2.7884;REF;REF;5.1;23.2;2.55;0.3;
5793;44.4326;2.8888;REF;REF;4.99;22.2;2.45;0.15;
5794;44.4321;2.9892;REF;REF;6.21;34.55;4.55;0.65;
5795;44.4315;3.0896;REF;REF;5.92;31.45;3.8;0.45;
5796;44.4307;3.19;REF;REF;6.49;36.55;2.2;0;
5797;44.4299;3.2904;REF;REF;5.62;29.5;2.7;0.1;
5798;44.429;3.3908;REF;REF;5.41;27.5;2.5;0.1;
5799;44.428;3.4911;REF;REF;5.06;23.3;2.05;0.05;
5800;44.4269;3.5915;REF;REF;4.56;15.75;0.85;0;
5801;44.4257;3.6919;REF;REF;4.17;11.75;0.65;0;
5802;44.4244;3.7923;REF;REF;4.28;13.15;0.65;0;
5803;44.423;3.8926;REF;REF;6.17;32.35;2.6;0.1;
5804;44.4215;3.993;REF;REF;7.06;42.25;2.65;0.05;
5805;44.42;4.0934;REF;REF;10.9;75.8;16.75;1.6;
5806;44.4183;4.1937;REF;REF;11.32;79.9;18.6;2;
5807;44.4166;4.2941;REF;REF;11.37;81.9;17.5;1.7;
5808;44.4147;4.3944;REF;REF;11.19;80.15;16.65;1.55;
5809;44.4128;4.4947;REF;REF;8.81;57.2;7.15;0.25;
5810;44.4108;4.5951;REF;REF;9.97;67.55;13;2.95;
5811;44.4087;4.6954;REF;REF;13.19;96.55;26.75;3.3;
5812;44.4065;4.7957;REF;REF;11.33;81.35;16.75;1.3;
5813;44.4042;4.896;REF;REF;11.03;79.6;15.25;0.9;
5814;44.4018;4.9963;REF;REF;10.5;76.9;9.45;0.35;
5815;44.3993;5.0966;REF;REF;8.58;54.6;5.7;0.2;
5816;44.3967;5.1969;REF;REF;9.47;65.3;6.8;0.2;
5817;44.3941;5.2971;REF;REF;8.36;52.15;5.3;0.2;
5818;44.3913;5.3974;REF;REF;8.07;49.15;4.85;0.25;
5819;44.3885;5.4976;REF;REF;8.88;55.65;6.85;0.2;
5820;44.3855;5.5979;REF;REF;8.26;49.6;4.75;0.2;
5821;44.3825;5.6981;REF;REF;9.15;59.45;7.8;0.2;
5822;44.3794;5.7983;REF;REF;8.69;53.75;6.25;0.2;
5823;44.3762;5.8985;REF;REF;10.07;71.1;8.75;0.15;
5824;44.3729;5.9987;REF;REF;8.45;53.55;4.75;0.05;
5825;44.3695;6.0989;REF;REF;6.72;37.15;0.95;0;
5826;44.366;6.1991;REF;REF;6.76;37.6;1;0;
5827;44.3624;6.2992;REF;REF;9.29;57.8;3.95;0;
5828;44.3587;6.3994;REF;REF;5.42;13.85;0.2;0;
5829;44.355;6.4995;REF;REF;5.3;12.4;0.1;0;
5830;44.3511;6.5996;REF;REF;7.13;32.4;0.65;0;
5831;44.3472;6.6997;REF;REF;4.39;4.6;0;0;
5832;44.3431;6.7998;REF;REF;3.91;0.85;0.05;0;
5833;44.339;6.8999;REF;REF;3.15;1.7;0;0;
5895;44.448;-1.23;REF;REF;4.92;13;0.3;0;
5896;44.4512;-1.1296;REF;REF;4.94;12.95;0.3;0;
5897;44.4543;-1.0293;REF;REF;4.65;17.45;0.3;0;
5898;44.4574;-0.9289;REF;REF;4.92;19.65;0.6;0;
5899;44.4603;-0.8286;REF;REF;4.94;19.8;0.6;0;
5900;44.4632;-0.7282;REF;REF;4.89;19.3;0.6;0;
5901;44.4659;-0.6278;REF;REF;4.84;19.05;0.55;0;
5902;44.4686;-0.5274;REF;REF;4.86;19.35;0.65;0;
5903;44.4712;-0.427;REF;REF;4.92;19.7;0.6;0;
5904;44.4737;-0.3266;REF;REF;5.31;23.15;0.45;0.05;
5905;44.4761;-0.2262;REF;REF;4.64;17.3;0.15;0;
5906;44.4784;-0.1257;REF;REF;4.69;17.95;0.2;0;
5907;44.4806;-0.0253;REF;REF;4.71;18.15;0.2;0;
5908;44.4827;0.0752;REF;REF;5.79;26.45;0.65;0;
5909;44.4847;0.1756;REF;REF;5.82;26.85;0.65;0;
5910;44.4866;0.2761;REF;REF;5.33;21.25;0.3;0;
5911;44.4885;0.3766;REF;REF;5.2;20.05;0.3;0;
5912;44.4902;0.477;REF;REF;5.15;19.6;0.3;0;
5913;44.4919;0.5775;REF;REF;5.21;21.05;0.5;0;
5914;44.4934;0.678;REF;REF;5.13;20.35;0.45;0;
5915;44.4949;0.7785;REF;REF;5.27;21.2;0.5;0;
5916;44.4963;0.879;REF;REF;5.13;20.35;0.45;0;
5917;44.4976;0.9795;REF;REF;5.45;23.3;1.2;0;
5918;44.4988;1.08;REF;REF;6.18;30.15;2.8;0.05;
5919;44.4999;1.1805;REF;REF;6.16;30;2.8;0.05;
5920;44.5009;1.281;REF;REF;5.34;22.2;1.25;0.05;
5921;44.5018;1.3815;REF;REF;6.04;29;2.8;0.05;
5922;44.5026;1.4821;REF;REF;6.11;31.35;3;0.2;
5923;44.5034;1.5826;REF;REF;6.1;31.25;3;0.2;
5924;44.504;1.6831;REF;REF;6.11;31.3;3;0.2;
5925;44.5046;1.7836;REF;REF;6.02;30.6;2.9;0.2;
5926;44.505;1.8842;REF;REF;6.06;31.1;2.9;0.2;
5927;44.5054;1.9847;REF;REF;5.26;24.8;1.55;0;
5928;44.5057;2.0852;REF;REF;5.11;23.45;1.4;0;
5929;44.5059;2.1858;REF;REF;4.79;20.6;1.2;0;
5930;44.506;2.2863;REF;REF;5.02;22.35;1.3;0;
5931;44.506;2.3868;REF;REF;5.08;23.1;1.35;0;
5932;44.5059;2.4874;REF;REF;4.8;20.75;1.2;0;
5933;44.5057;2.5879;REF;REF;4.59;18.8;0.95;0;
5934;44.5054;2.6884;REF;REF;6.7;38;4.8;0.55;
5935;44.505;2.789;REF;REF;6.63;37.65;4.75;0.6;
5936;44.5046;2.8895;REF;REF;4.92;22.4;1.65;0.05;
5937;44.504;2.99;REF;REF;4.13;16.05;0.8;0;
5938;44.5034;3.0905;REF;REF;4.35;16.35;1.3;0.05;
5939;44.5027;3.1911;REF;REF;6.16;33.4;2.55;0;
5940;44.5018;3.2916;REF;REF;6.33;35.05;2.3;0;
5941;44.5009;3.3921;REF;REF;6.15;33.3;2.6;0;
5942;44.4999;3.4926;REF;REF;5.53;28.8;2.6;0.1;
5943;44.4988;3.5931;REF;REF;5.42;24.7;1.85;0;
5944;44.4976;3.6936;REF;REF;4.69;17.4;1.1;0;
5945;44.4963;3.7941;REF;REF;4.97;19.6;1.2;0.05;
5946;44.4949;3.8946;REF;REF;5.9;29.1;2.2;0.1;
5947;44.4935;3.9951;REF;REF;4.89;20.1;0.75;0;
5948;44.4919;4.0956;REF;REF;6.53;34.45;2.3;0.05;
5949;44.4902;4.1961;REF;REF;10.53;71.9;14.65;1.3;
5950;44.4885;4.2966;REF;REF;11.32;80.05;18.7;2;
5951;44.4867;4.397;REF;REF;10.94;77.15;15.55;1.25;
5952;44.4847;4.4975;REF;REF;9.97;68.5;11.4;0.95;
5953;44.4827;4.598;REF;REF;10.99;77.65;15.75;1.25;
5954;44.4806;4.6984;REF;REF;9.86;67.25;12.4;1.9;
5955;44.4784;4.7988;REF;REF;8.12;52.45;7.4;0.8;
5956;44.4761;4.8993;REF;REF;7.14;41.9;4.45;0.2;
5957;44.4737;4.9997;REF;REF;9.24;62.8;6.4;0.2;
5958;44.4712;5.1001;REF;REF;6.72;36.75;2;0.05;
5959;44.4686;5.2005;REF;REF;5.72;26.65;1.1;0;
5960;44.466;5.3009;REF;REF;5.6;25.05;0.95;0;
5961;44.4632;5.4013;REF;REF;6.22;31.9;1.7;0;
5962;44.4604;5.5017;REF;REF;8.22;49.3;4.7;0.2;
5963;44.4574;5.602;REF;REF;6.83;36.35;1.5;0.1;
5964;44.4544;5.7024;REF;REF;9.36;61.7;8.45;0.25;
5965;44.4513;5.8027;REF;REF;7.76;45.3;3.1;0.15;
5966;44.448;5.9031;REF;REF;7.43;42.1;2.4;0.15;
5967;44.4447;6.0034;REF;REF;10;70.4;8.2;0.1;
5968;44.4413;6.1037;REF;REF;8.13;50.6;3.9;0.05;
5969;44.4378;6.204;REF;REF;8.79;56.55;4.35;0;
5970;44.4343;6.3043;REF;REF;10.27;68.85;6.6;0;
5971;44.4306;6.4046;REF;REF;7.17;32.65;0.7;0;
5972;44.4268;6.5048;REF;REF;4.54;5.35;0;0;
5973;44.423;6.6051;REF;REF;3.97;1.65;0.05;0;
5974;44.419;6.7053;REF;REF;6.03;20.8;0.2;0;
5975;44.415;6.8055;REF;REF;3.95;1.55;0.05;0;
6038;44.5199;-1.2345;REF;REF;5.2;20.15;0.7;0;
6039;44.5231;-1.1341;REF;REF;5.22;19.85;0.7;0;
6040;44.5262;-1.0336;REF;REF;4.96;19.85;0.6;0;
6041;44.5293;-0.9331;REF;REF;4.96;19.85;0.55;0;
6042;44.5322;-0.8326;REF;REF;4.93;19.7;0.6;0;
6043;44.5351;-0.7321;REF;REF;4.86;19.35;0.65;0;
6044;44.5378;-0.6316;REF;REF;4.87;19.35;0.65;0;
6045;44.5405;-0.5311;REF;REF;4.84;19.1;0.55;0;
6046;44.5431;-0.4305;REF;REF;4.9;19.45;0.6;0;
6047;44.5456;-0.33;REF;REF;4.86;19.85;0.2;0;
6048;44.548;-0.2294;REF;REF;4.86;19.75;0.2;0;
6049;44.5503;-0.1289;REF;REF;4.87;20;0.2;0;
6050;44.5525;-0.0283;REF;REF;4.84;19.5;0.2;0;
6051;44.5546;0.0723;REF;REF;5.42;22.15;0.3;0;
6052;44.5566;0.1729;REF;REF;5.26;20.85;0.3;0;
6053;44.5586;0.2734;REF;REF;5.19;20;0.3;0;
6054;44.5604;0.374;REF;REF;5.21;20.05;0.3;0;
6055;44.5621;0.4746;REF;REF;5.14;19.45;0.3;0;
6056;44.5638;0.5753;REF;REF;5.23;21.2;0.5;0;
6057;44.5654;0.6759;REF;REF;5.15;20.6;0.5;0;
6058;44.5668;0.7765;REF;REF;5.17;20.55;0.45;0;
6059;44.5682;0.8771;REF;REF;4.94;18.55;0.4;0;
6060;44.5695;0.9777;REF;REF;4.92;18.2;0.4;0;
6061;44.5707;1.0784;REF;REF;4.53;14.75;0.4;0;
6062;44.5718;1.179;REF;REF;5.27;21.4;1.3;0.05;
6063;44.5728;1.2797;REF;REF;5.2;20.7;1.15;0.05;
6064;44.5738;1.3803;REF;REF;5.09;20.05;1.05;0.05;
6065;44.5746;1.481;REF;REF;5.82;28.6;2.5;0.15;
6066;44.5753;1.5816;REF;REF;5.88;29.15;2.65;0.2;
6067;44.576;1.6823;REF;REF;5.91;29.55;2.65;0.2;
6068;44.5765;1.7829;REF;REF;6.1;31.25;3;0.2;
6069;44.577;1.8836;REF;REF;6.03;30.8;2.9;0.2;
6070;44.5774;1.9842;REF;REF;6.14;31.45;3.1;0.2;
6071;44.5776;2.0849;REF;REF;5.35;25.65;1.6;0;
6072;44.5778;2.1856;REF;REF;5.11;23.55;1.4;0;
6073;44.5779;2.2862;REF;REF;4.91;21.55;1.25;0;
6074;44.5779;2.3869;REF;REF;4.7;19.75;0.95;0;
6075;44.5778;2.4876;REF;REF;4.38;16.6;0.55;0;
6076;44.5776;2.5882;REF;REF;4.38;16.6;0.55;0;
6077;44.5774;2.6889;REF;REF;4.27;16.05;0.55;0;
6078;44.577;2.7895;REF;REF;4.36;17.5;0.95;0;
6079;44.5765;2.8902;REF;REF;3.9;13.85;0.8;0;
6080;44.576;2.9909;REF;REF;3.13;7.75;0.25;0;
6081;44.5753;3.0915;REF;REF;3.49;8.65;0.5;0.05;
6082;44.5746;3.1922;REF;REF;4;13.45;0.9;0.05;
6083;44.5738;3.2928;REF;REF;6.12;32.8;2.65;0;
6084;44.5729;3.3935;REF;REF;5.18;22.6;1.6;0;
6085;44.5718;3.4941;REF;REF;4.67;17;1;0;
6086;44.5707;3.5947;REF;REF;4.52;15.85;0.75;0.05;
6087;44.5695;3.6954;REF;REF;4.69;17.35;0.9;0.05;
6088;44.5682;3.796;REF;REF;4.48;15.55;0.6;0;
6089;44.5669;3.8966;REF;REF;5.42;24.9;1.7;0.15;
6090;44.5654;3.9973;REF;REF;4.13;14;0.5;0;
6091;44.5638;4.0979;REF;REF;4.88;20.05;0.7;0;
6092;44.5622;4.1985;REF;REF;6.82;36.6;1.8;0.05;
6093;44.5604;4.2991;REF;REF;10.18;69.45;13.05;0.7;
6094;44.5586;4.3997;REF;REF;11.02;78.05;15.85;1.25;
6095;44.5566;4.5003;REF;REF;9.94;68.2;11.1;0.95;
6096;44.5546;4.6009;REF;REF;10.62;74.4;14.2;1.25;
6097;44.5525;4.7014;REF;REF;10.08;69.7;13;2.15;
6098;44.5503;4.802;REF;REF;9.54;64.2;11.05;1.55;
6099;44.548;4.9026;REF;REF;8.61;57;8.45;0.95;
6100;44.5456;5.0031;REF;REF;7.32;43.85;2.6;0;
6101;44.5431;5.1036;REF;REF;7.49;45.45;3.75;0.1;
6102;44.5405;5.2042;REF;REF;6.01;30;1.25;0;
6103;44.5379;5.3047;REF;REF;5.71;26.5;1.1;0;
6104;44.5351;5.4052;REF;REF;5.21;21;0.35;0;
6105;44.5322;5.5057;REF;REF;5.4;22.95;0.6;0;
6106;44.5293;5.6062;REF;REF;7.41;42;2.4;0.15;
6107;44.5263;5.7067;REF;REF;9.03;58.3;5.55;0.4;
6108;44.5231;5.8072;REF;REF;8.12;48.75;4.45;0.2;
6109;44.5199;5.9076;REF;REF;6.55;33.6;1.15;0.1;
6110;44.5166;6.0081;REF;REF;9;59.3;5.3;0.05;
6111;44.5132;6.1085;REF;REF;8.75;56;4.2;0;
6112;44.5097;6.209;REF;REF;7.53;42.55;1.65;0;
6113;44.5061;6.3094;REF;REF;12.62;91.55;19.1;0.9;
6114;44.5024;6.4098;REF;REF;8.5;51.1;3.4;0;
6115;44.4987;6.5101;REF;REF;7.13;28.45;0.9;0;
6116;44.4948;6.6105;REF;REF;4.1;2.1;0;0;
6117;44.4908;6.7109;REF;REF;4.83;7.85;0;0;
6118;44.4868;6.8112;REF;REF;3.9;1;0.05;0;
6181;44.5917;-1.2391;REF;REF;5.21;19.8;0.7;0;
6182;44.595;-1.1385;REF;REF;5.24;19.75;0.65;0;
6183;44.5981;-1.0379;REF;REF;5;20.1;0.55;0;
6184;44.6011;-0.9373;REF;REF;4.99;20.05;0.6;0;
6185;44.6041;-0.8367;REF;REF;4.9;19.45;0.6;0;
6186;44.607;-0.736;REF;REF;4.85;19.15;0.6;0;
6187;44.6097;-0.6354;REF;REF;4.86;19.3;0.65;0;
6188;44.6124;-0.5347;REF;REF;4.9;19.45;0.6;0;
6189;44.615;-0.4341;REF;REF;4.84;19.5;0.2;0;
6190;44.6175;-0.3334;REF;REF;4.91;20.65;0.25;0;
6191;44.6199;-0.2327;REF;REF;5.16;21.85;0.5;0;
6192;44.6222;-0.132;REF;REF;5.2;22.15;0.55;0;
6193;44.6244;-0.0313;REF;REF;5.27;22.9;0.55;0;
6194;44.6265;0.0694;REF;REF;5.24;22.45;0.55;0;
6195;44.6285;0.1701;REF;REF;5.21;22.25;0.55;0;
6196;44.6305;0.2708;REF;REF;5.34;21.35;0.3;0;
6197;44.6323;0.3715;REF;REF;5.29;21.05;0.3;0;
6198;44.6341;0.4723;REF;REF;5.22;20.1;0.3;0;
6199;44.6357;0.573;REF;REF;5.16;19.7;0.3;0;
6200;44.6373;0.6737;REF;REF;5.35;21.95;0.6;0;
6201;44.6388;0.7745;REF;REF;5.24;21.2;0.5;0;
6202;44.6402;0.8752;REF;REF;4.67;15.95;0.45;0;
6203;44.6415;0.976;REF;REF;4.51;14.55;0.35;0;
6204;44.6427;1.0768;REF;REF;4.5;14.55;0.3;0;
6205;44.6438;1.1775;REF;REF;5.16;20.5;1.1;0.05;
6206;44.6448;1.2783;REF;REF;5.24;21.15;1.15;0.05;
6207;44.6457;1.3791;REF;REF;5.15;20.45;1.1;0.05;
6208;44.6465;1.4799;REF;REF;4.99;19.25;0.95;0.05;
6209;44.6473;1.5806;REF;REF;5.67;27.5;2.4;0.15;
6210;44.6479;1.6814;REF;REF;5.66;27.5;2.4;0.15;
6211;44.6485;1.7822;REF;REF;5.9;29.45;2.65;0.2;
6212;44.6489;1.883;REF;REF;5.83;28.65;2.5;0.15;
6213;44.6493;1.9838;REF;REF;4.69;19.65;1.3;0;
6214;44.6496;2.0846;REF;REF;4.72;20.25;1.3;0;
6215;44.6498;2.1854;REF;REF;5.21;23.8;1.65;0;
6216;44.6499;2.2862;REF;REF;4.83;20.25;1.35;0;
6217;44.6499;2.387;REF;REF;4.71;19.3;1.3;0;
6218;44.6498;2.4877;REF;REF;4.57;18.2;0.9;0;
6219;44.6496;2.5885;REF;REF;4.56;18.2;0.9;0;
6220;44.6493;2.6893;REF;REF;4.52;18.9;1.1;0;
6221;44.6489;2.7901;REF;REF;4;14.85;0.75;0;
6222;44.6485;2.8909;REF;REF;3.27;8.55;0.3;0;
6223;44.6479;2.9917;REF;REF;3.63;10.55;0.7;0.05;
6224;44.6473;3.0925;REF;REF;3.8;11.3;0.75;0.05;
6225;44.6465;3.1933;REF;REF;3.96;12.75;0.9;0.05;
6226;44.6457;3.294;REF;REF;5.22;23.05;1.6;0;
6227;44.6448;3.3948;REF;REF;5.25;23.05;1.5;0.1;
6228;44.6438;3.4956;REF;REF;4.43;15.2;0.6;0;
6229;44.6427;3.5964;REF;REF;4.24;13.15;0.55;0;
6230;44.6415;3.6971;REF;REF;4.72;17.6;0.9;0.05;
6231;44.6402;3.7979;REF;REF;4.84;18.9;1;0.05;
6232;44.6388;3.8986;REF;REF;5.3;23.35;1.5;0.1;
6233;44.6373;3.9994;REF;REF;3.62;9.55;0.45;0;
6234;44.6358;4.1001;REF;REF;4.07;13.45;0.4;0;
6235;44.6341;4.2009;REF;REF;5.98;30.05;2;0;
6236;44.6323;4.3016;REF;REF;9.43;61.95;9.35;0.45;
6237;44.6305;4.4023;REF;REF;10.94;76.1;16.9;1.6;
6238;44.6286;4.503;REF;REF;6.44;35.3;3.15;0.05;
6239;44.6265;4.6038;REF;REF;6.68;37.7;3.65;0.05;
6240;44.6244;4.7045;REF;REF;10.13;68.95;13.5;3.05;
6241;44.6222;4.8052;REF;REF;8.28;53.8;7.55;0.9;
6242;44.6199;4.9058;REF;REF;8.72;57.75;9;0.95;
6243;44.6175;5.0065;REF;REF;7.26;42.85;4.85;0.3;
6244;44.615;5.1072;REF;REF;7.52;45.5;3.65;0.1;
6245;44.6124;5.2079;REF;REF;5.54;24.5;0.8;0;
6246;44.6098;5.3085;REF;REF;6.01;29.95;1.25;0;
6247;44.607;5.4092;REF;REF;6.37;33.5;1.7;0.05;
6248;44.6041;5.5098;REF;REF;5.29;21.7;0.4;0;
6249;44.6012;5.6104;REF;REF;4.69;15.8;0.1;0;
6250;44.5981;5.711;REF;REF;8.65;53.7;5.7;0.75;
6251;44.595;5.8116;REF;REF;7.3;40.2;2.55;0.2;
6252;44.5918;5.9122;REF;REF;5.23;16.7;0.25;0;
6253;44.5885;6.0128;REF;REF;6.72;33.6;1.8;0.05;
6254;44.5851;6.1134;REF;REF;7.77;45.4;1.85;0;
6255;44.5816;6.2139;REF;REF;5.2;15.8;0.4;0;
6256;44.578;6.3144;REF;REF;4.23;8.2;0.1;0;
6257;44.5743;6.415;REF;REF;4.32;9.15;0.1;0;
6258;44.5705;6.5155;REF;REF;8.65;52.7;3.65;0;
6259;44.5666;6.616;REF;REF;4.33;3.2;0;0;
6260;44.5627;6.7165;REF;REF;3.84;1.05;0;0;
6261;44.5586;6.8169;REF;REF;3.87;0.8;0;0;
6324;44.6636;-1.2437;REF;REF;5.26;19.7;0.6;0;
6325;44.6668;-1.143;REF;REF;5.26;19.75;0.65;0;
6326;44.67;-1.0422;REF;REF;5.26;19.65;0.65;0;
6327;44.673;-0.9415;REF;REF;4.96;19.85;0.6;0;
6328;44.676;-0.8407;REF;REF;4.9;19.4;0.6;0;
6329;44.6789;-0.74;REF;REF;4.87;19.35;0.65;0;
6330;44.6816;-0.6392;REF;REF;4.89;19.3;0.6;0;
6331;44.6843;-0.5384;REF;REF;4.86;19.75;0.2;0;
6332;44.6869;-0.4376;REF;REF;4.91;20.65;0.25;0;
6333;44.6894;-0.3368;REF;REF;5.19;22.1;0.5;0;
6334;44.6918;-0.236;REF;REF;5.22;22.15;0.55;0;
