#-----------------------------------------------------------------------------
# Date d'extraction : 01/09/2021 - 16h06 loc.
#-----------------------------------------------------------------------------
# Producteur : DCLIM
# Experience : CLIMSEC
# Modele     : ARPEGE_RETIC
# Scenario :
#     A2 : scenario pessimiste
#-----------------------------------------------------------------------------
# Horizons :
#     H1 : Horizon proche
#     H2 : Horizon moyen
#     H3 : Horizon lointain
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     NORSPI : Indicateur s�cheresse m�t�orologique
#-----------------------------------------------------------------------------
# Format des enregistrements 
Point;Latitude;Longitude;Contexte;P�riode;NORSPI;
7617;45.3288;-0.674;A2;H1;-0.73;
7618;45.3315;-0.572;A2;H1;-0.92;
7619;45.3341;-0.47;A2;H1;-0.92;
7620;45.3366;-0.3681;A2;H1;-0.92;
7621;45.3391;-0.2661;A2;H1;-0.93;
7622;45.3414;-0.1641;A2;H1;-0.93;
7623;45.3436;-0.0621;A2;H1;-0.93;
7624;45.3458;0.0399;A2;H1;-0.93;
7625;45.3479;0.1419;A2;H1;-0.93;
7626;45.3498;0.244;A2;H1;-0.93;
7627;45.3517;0.346;A2;H1;-0.75;
7628;45.3535;0.448;A2;H1;-0.86;
7629;45.3551;0.5501;A2;H1;-0.86;
7630;45.3567;0.6521;A2;H1;-0.86;
7631;45.3582;0.7542;A2;H1;-0.86;
7632;45.3596;0.8563;A2;H1;-0.92;
7633;45.3609;0.9583;A2;H1;-0.92;
7634;45.3622;1.0604;A2;H1;-0.92;
7635;45.3633;1.1625;A2;H1;-0.92;
7636;45.3643;1.2646;A2;H1;-0.92;
7637;45.3652;1.3666;A2;H1;-0.87;
7638;45.3661;1.4687;A2;H1;-0.87;
7639;45.3668;1.5708;A2;H1;-0.87;
7640;45.3675;1.6729;A2;H1;-0.87;
7641;45.3681;1.775;A2;H1;-0.78;
7642;45.3685;1.8771;A2;H1;-0.67;
7643;45.3689;1.9792;A2;H1;-0.67;
7644;45.3692;2.0813;A2;H1;-0.67;
7645;45.3694;2.1834;A2;H1;-0.67;
7646;45.3695;2.2855;A2;H1;-0.5;
7647;45.3695;2.3876;A2;H1;-0.34;
7648;45.3694;2.4897;A2;H1;-0.49;
7649;45.3692;2.5918;A2;H1;-0.34;
7650;45.3689;2.6939;A2;H1;-0.41;
7651;45.3685;2.796;A2;H1;-0.4;
7652;45.3681;2.8981;A2;H1;-0.5;
7653;45.3675;3.0002;A2;H1;-0.5;
7654;45.3668;3.1023;A2;H1;-0.19;
7655;45.3661;3.2044;A2;H1;-0.19;
7656;45.3653;3.3065;A2;H1;0.08;
7657;45.3643;3.4085;A2;H1;0.09;
7658;45.3633;3.5106;A2;H1;-0.12;
7659;45.3622;3.6127;A2;H1;-0.17;
7660;45.361;3.7148;A2;H1;-0.16;
7661;45.3597;3.8168;A2;H1;-0.12;
7662;45.3582;3.9189;A2;H1;-0.34;
7663;45.3568;4.021;A2;H1;-0.34;
7664;45.3552;4.123;A2;H1;0.02;
7665;45.3535;4.2251;A2;H1;0.02;
7666;45.3517;4.3271;A2;H1;0.02;
7667;45.3498;4.4291;A2;H1;-0.33;
7668;45.3479;4.5312;A2;H1;-0.32;
7669;45.3458;4.6332;A2;H1;-0.31;
7670;45.3437;4.7352;A2;H1;-0.44;
7671;45.3414;4.8372;A2;H1;-0.49;
7672;45.3391;4.9392;A2;H1;-0.49;
7673;45.3367;5.0412;A2;H1;-0.49;
7674;45.3341;5.1431;A2;H1;-0.49;
7675;45.3315;5.2451;A2;H1;-0.49;
7676;45.3288;5.3471;A2;H1;-0.49;
7677;45.326;5.449;A2;H1;-0.49;
7678;45.3231;5.551;A2;H1;-0.54;
7679;45.3201;5.6529;A2;H1;-0.47;
7680;45.3171;5.7548;A2;H1;-0.59;
7681;45.3139;5.8567;A2;H1;-0.59;
7682;45.3106;5.9586;A2;H1;-0.58;
7683;45.3073;6.0605;A2;H1;-0.61;
7684;45.3038;6.1623;A2;H1;-0.6;
7685;45.3002;6.2642;A2;H1;-0.62;
7686;45.2966;6.366;A2;H1;-0.63;
7687;45.2929;6.4679;A2;H1;-0.63;
7688;45.289;6.5697;A2;H1;-0.62;
7689;45.2851;6.6715;A2;H1;-0.62;
7690;45.2811;6.7732;A2;H1;-0.63;
7691;45.277;6.875;A2;H1;-0.56;
7692;45.2728;6.9768;A2;H1;-0.59;
7693;45.2685;7.0785;A2;H1;-0.59;
7756;45.3889;-1.0861;A2;H1;-0.67;
7757;45.392;-0.9841;A2;H1;-0.73;
7758;45.395;-0.882;A2;H1;-0.73;
7759;45.3979;-0.78;A2;H1;-0.71;
7760;45.4007;-0.6779;A2;H1;-0.73;
7761;45.4034;-0.5758;A2;H1;-0.92;
7762;45.406;-0.4737;A2;H1;-0.92;
7763;45.4086;-0.3716;A2;H1;-0.92;
7764;45.411;-0.2695;A2;H1;-0.92;
7765;45.4133;-0.1673;A2;H1;-0.93;
7766;45.4156;-0.0652;A2;H1;-0.93;
7767;45.4177;0.0369;A2;H1;-0.93;
7768;45.4198;0.1391;A2;H1;-0.93;
7769;45.4218;0.2412;A2;H1;-0.93;
7770;45.4236;0.3434;A2;H1;-0.75;
7771;45.4254;0.4456;A2;H1;-0.86;
7772;45.4271;0.5478;A2;H1;-0.86;
7773;45.4287;0.6499;A2;H1;-0.86;
7774;45.4302;0.7521;A2;H1;-0.86;
7775;45.4316;0.8543;A2;H1;-0.92;
7776;45.4329;0.9565;A2;H1;-0.92;
7777;45.4341;1.0587;A2;H1;-0.92;
7778;45.4352;1.1609;A2;H1;-0.92;
7779;45.4363;1.2632;A2;H1;-0.92;
7780;45.4372;1.3654;A2;H1;-0.87;
7781;45.4381;1.4676;A2;H1;-0.87;
7782;45.4388;1.5698;A2;H1;-0.87;
7783;45.4395;1.672;A2;H1;-0.87;
7784;45.44;1.7743;A2;H1;-0.67;
7785;45.4405;1.8765;A2;H1;-0.67;
7786;45.4409;1.9787;A2;H1;-0.67;
7787;45.4411;2.081;A2;H1;-0.67;
7788;45.4413;2.1832;A2;H1;-0.5;
7789;45.4414;2.2854;A2;H1;-0.5;
7790;45.4414;2.3877;A2;H1;-0.5;
7791;45.4413;2.4899;A2;H1;-0.5;
7792;45.4411;2.5921;A2;H1;-0.42;
7793;45.4409;2.6944;A2;H1;-0.41;
7794;45.4405;2.7966;A2;H1;-0.5;
7795;45.44;2.8988;A2;H1;-0.5;
7796;45.4395;3.0011;A2;H1;-0.57;
7797;45.4388;3.1033;A2;H1;-0.56;
7798;45.4381;3.2055;A2;H1;-0.19;
7799;45.4372;3.3077;A2;H1;0.07;
7800;45.4363;3.4099;A2;H1;-0.16;
7801;45.4353;3.5122;A2;H1;-0.17;
7802;45.4341;3.6144;A2;H1;-0.17;
7803;45.4329;3.7166;A2;H1;-0.06;
7804;45.4316;3.8188;A2;H1;-0.5;
7805;45.4302;3.921;A2;H1;-0.5;
7806;45.4287;4.0232;A2;H1;-0.35;
7807;45.4271;4.1253;A2;H1;-0.33;
7808;45.4254;4.2275;A2;H1;-0.33;
7809;45.4237;4.3297;A2;H1;-0.37;
7810;45.4218;4.4319;A2;H1;-0.37;
7811;45.4198;4.534;A2;H1;-0.32;
7812;45.4178;4.6362;A2;H1;-0.32;
7813;45.4156;4.7383;A2;H1;-0.32;
7814;45.4134;4.8404;A2;H1;-0.49;
7815;45.411;4.9426;A2;H1;-0.49;
7816;45.4086;5.0447;A2;H1;-0.49;
7817;45.4061;5.1468;A2;H1;-0.49;
7818;45.4035;5.2489;A2;H1;-0.49;
7819;45.4007;5.351;A2;H1;-0.49;
7820;45.3979;5.4531;A2;H1;-0.49;
7821;45.395;5.5551;A2;H1;-0.49;
7822;45.392;5.6572;A2;H1;-0.48;
7823;45.389;5.7592;A2;H1;-0.58;
7824;45.3858;5.8613;A2;H1;-0.59;
7825;45.3825;5.9633;A2;H1;-0.59;
7826;45.3791;6.0653;A2;H1;-0.58;
7827;45.3757;6.1673;A2;H1;-0.6;
7828;45.3721;6.2693;A2;H1;-0.59;
7829;45.3685;6.3713;A2;H1;-0.6;
7830;45.3647;6.4732;A2;H1;-0.61;
7831;45.3609;6.5752;A2;H1;-0.63;
7832;45.357;6.6771;A2;H1;-0.63;
7833;45.353;6.779;A2;H1;-0.62;
7834;45.3489;6.8809;A2;H1;-0.59;
7835;45.3447;6.9828;A2;H1;-0.59;
7836;45.3404;7.0847;A2;H1;-0.59;
7899;45.4608;-1.0906;A2;H1;-0.67;
7900;45.4639;-0.9884;A2;H1;-0.67;
7901;45.4669;-0.8862;A2;H1;-0.71;
7902;45.4698;-0.784;A2;H1;-0.73;
7903;45.4726;-0.6818;A2;H1;-0.92;
7904;45.4753;-0.5796;A2;H1;-0.92;
7905;45.478;-0.4773;A2;H1;-0.92;
7906;45.4805;-0.3751;A2;H1;-0.92;
7907;45.4829;-0.2729;A2;H1;-0.92;
7908;45.4853;-0.1706;A2;H1;-0.93;
7909;45.4875;-0.0683;A2;H1;-0.88;
7910;45.4897;0.0339;A2;H1;-0.93;
7911;45.4917;0.1362;A2;H1;-0.93;
7912;45.4937;0.2385;A2;H1;-0.72;
7913;45.4956;0.3408;A2;H1;-0.72;
7914;45.4974;0.4431;A2;H1;-0.86;
7915;45.499;0.5454;A2;H1;-0.86;
7916;45.5006;0.6477;A2;H1;-0.92;
7917;45.5021;0.7501;A2;H1;-0.92;
7918;45.5035;0.8524;A2;H1;-0.92;
7919;45.5049;0.9547;A2;H1;-0.92;
7920;45.5061;1.0571;A2;H1;-0.92;
7921;45.5072;1.1594;A2;H1;-0.93;
7922;45.5082;1.2618;A2;H1;-1.05;
7923;45.5092;1.3641;A2;H1;-1.05;
7924;45.51;1.4665;A2;H1;-0.87;
7925;45.5108;1.5688;A2;H1;-0.87;
7926;45.5114;1.6712;A2;H1;-0.87;
7927;45.512;1.7735;A2;H1;-0.67;
7928;45.5125;1.8759;A2;H1;-0.67;
7929;45.5128;1.9783;A2;H1;-0.6;
7930;45.5131;2.0806;A2;H1;-0.6;
7931;45.5133;2.183;A2;H1;-0.5;
7932;45.5134;2.2854;A2;H1;-0.5;
7933;45.5134;2.3877;A2;H1;-0.5;
7934;45.5133;2.4901;A2;H1;-0.5;
7935;45.5131;2.5925;A2;H1;-0.41;
7936;45.5128;2.6948;A2;H1;-0.41;
7937;45.5125;2.7972;A2;H1;-0.39;
7938;45.512;2.8996;A2;H1;-0.57;
7939;45.5114;3.0019;A2;H1;-0.56;
7940;45.5108;3.1043;A2;H1;-0.19;
7941;45.51;3.2066;A2;H1;0.07;
7942;45.5092;3.309;A2;H1;0.07;
7943;45.5082;3.4113;A2;H1;-0.16;
7944;45.5072;3.5137;A2;H1;-0.17;
7945;45.5061;3.616;A2;H1;-0.17;
7946;45.5049;3.7184;A2;H1;-0.06;
7947;45.5036;3.8207;A2;H1;-0.5;
7948;45.5022;3.923;A2;H1;-0.5;
7949;45.5007;4.0254;A2;H1;-0.34;
7950;45.4991;4.1277;A2;H1;-0.05;
7951;45.4974;4.23;A2;H1;-0.05;
7952;45.4956;4.3323;A2;H1;-0.05;
7953;45.4937;4.4346;A2;H1;-0.19;
7954;45.4918;4.5369;A2;H1;-0.23;
7955;45.4897;4.6392;A2;H1;-0.28;
7956;45.4875;4.7414;A2;H1;-0.28;
7957;45.4853;4.8437;A2;H1;-0.49;
7958;45.483;4.946;A2;H1;-0.49;
7959;45.4805;5.0482;A2;H1;-0.49;
7960;45.478;5.1504;A2;H1;-0.49;
7961;45.4754;5.2527;A2;H1;-0.49;
7962;45.4727;5.3549;A2;H1;-0.49;
7963;45.4698;5.4571;A2;H1;-0.49;
7964;45.4669;5.5593;A2;H1;-0.48;
7965;45.4639;5.6615;A2;H1;-0.49;
7966;45.4609;5.7637;A2;H1;-0.46;
7967;45.4577;5.8658;A2;H1;-0.55;
7968;45.4544;5.968;A2;H1;-0.59;
7969;45.451;6.0701;A2;H1;-0.62;
7970;45.4476;6.1723;A2;H1;-0.59;
7971;45.444;6.2744;A2;H1;-0.59;
7972;45.4404;6.3765;A2;H1;-0.6;
7973;45.4366;6.4786;A2;H1;-0.63;
7974;45.4328;6.5807;A2;H1;-0.63;
7975;45.4288;6.6827;A2;H1;-0.61;
7976;45.4248;6.7848;A2;H1;-0.62;
7977;45.4207;6.8868;A2;H1;-0.59;
7978;45.4165;6.9888;A2;H1;-0.59;
7979;45.4122;7.0908;A2;H1;-0.59;
8042;45.5327;-1.095;A2;H1;-0.67;
8043;45.5358;-0.9927;A2;H1;-0.71;
8044;45.5388;-0.8904;A2;H1;-0.73;
8045;45.5417;-0.7881;A2;H1;-0.92;
8046;45.5445;-0.6857;A2;H1;-0.92;
8047;45.5473;-0.5834;A2;H1;-0.92;
8048;45.5499;-0.481;A2;H1;-0.92;
8049;45.5524;-0.3786;A2;H1;-0.92;
8050;45.5549;-0.2763;A2;H1;-0.88;
8051;45.5572;-0.1739;A2;H1;-0.88;
8052;45.5595;-0.0715;A2;H1;-0.88;
8053;45.5616;0.0309;A2;H1;-0.88;
8054;45.5637;0.1334;A2;H1;-0.72;
8055;45.5656;0.2358;A2;H1;-0.72;
8056;45.5675;0.3382;A2;H1;-0.72;
8057;45.5693;0.4407;A2;H1;-0.72;
8058;45.571;0.5431;A2;H1;-0.86;
8059;45.5726;0.6455;A2;H1;-0.92;
8060;45.5741;0.748;A2;H1;-0.92;
8061;45.5755;0.8505;A2;H1;-0.92;
8062;45.5768;0.9529;A2;H1;-0.93;
8063;45.578;1.0554;A2;H1;-0.93;
8064;45.5792;1.1579;A2;H1;-1.05;
8065;45.5802;1.2604;A2;H1;-1.05;
8066;45.5811;1.3628;A2;H1;-1.05;
8067;45.582;1.4653;A2;H1;-1.05;
8068;45.5827;1.5678;A2;H1;-1.05;
8069;45.5834;1.6703;A2;H1;-0.73;
8070;45.584;1.7728;A2;H1;-0.67;
8071;45.5844;1.8753;A2;H1;-0.67;
8072;45.5848;1.9778;A2;H1;-0.6;
8073;45.5851;2.0803;A2;H1;-0.6;
8074;45.5853;2.1828;A2;H1;-0.6;
8075;45.5854;2.2853;A2;H1;-0.5;
8076;45.5854;2.3878;A2;H1;-0.5;
8077;45.5853;2.4903;A2;H1;-0.42;
8078;45.5851;2.5928;A2;H1;-0.41;
8079;45.5848;2.6953;A2;H1;-0.41;
8080;45.5844;2.7978;A2;H1;-0.5;
8081;45.584;2.9003;A2;H1;-0.49;
8082;45.5834;3.0028;A2;H1;-0.49;
8083;45.5827;3.1053;A2;H1;-0.19;
8084;45.582;3.2078;A2;H1;0.07;
8085;45.5811;3.3103;A2;H1;0.07;
8086;45.5802;3.4127;A2;H1;-0.16;
8087;45.5792;3.5152;A2;H1;-0.17;
8088;45.5781;3.6177;A2;H1;-0.17;
8089;45.5768;3.7202;A2;H1;-0.06;
8090;45.5755;3.8226;A2;H1;-0.5;
8091;45.5741;3.9251;A2;H1;-0.36;
8092;45.5726;4.0276;A2;H1;-0.33;
8093;45.571;4.13;A2;H1;-0.05;
8094;45.5693;4.2324;A2;H1;-0.05;
8095;45.5675;4.3349;A2;H1;-0.19;
8096;45.5657;4.4373;A2;H1;-0.19;
8097;45.5637;4.5397;A2;H1;-0.19;
8098;45.5616;4.6422;A2;H1;-0.28;
8099;45.5595;4.7446;A2;H1;-0.28;
8100;45.5572;4.847;A2;H1;-0.49;
8101;45.5549;4.9494;A2;H1;-0.49;
8102;45.5524;5.0517;A2;H1;-0.49;
8103;45.5499;5.1541;A2;H1;-0.49;
8104;45.5473;5.2565;A2;H1;-0.49;
8105;45.5446;5.3588;A2;H1;-0.49;
8106;45.5418;5.4612;A2;H1;-0.49;
8107;45.5389;5.5635;A2;H1;-0.49;
8108;45.5359;5.6658;A2;H1;-0.46;
8109;45.5328;5.7681;A2;H1;-0.46;
8110;45.5296;5.8704;A2;H1;-0.46;
8111;45.5263;5.9727;A2;H1;-0.46;
8112;45.5229;6.075;A2;H1;-0.62;
8113;45.5194;6.1773;A2;H1;-0.62;
8114;45.5159;6.2795;A2;H1;-0.61;
8115;45.5122;6.3818;A2;H1;-0.6;
8116;45.5085;6.484;A2;H1;-0.59;
8117;45.5046;6.5862;A2;H1;-0.62;
8118;45.5007;6.6884;A2;H1;-0.63;
8119;45.4967;6.7906;A2;H1;-0.62;
8120;45.4926;6.8927;A2;H1;-0.63;
8121;45.4883;6.9949;A2;H1;-0.59;
8186;45.6077;-0.9971;A2;H1;-0.87;
8187;45.6107;-0.8946;A2;H1;-0.92;
8188;45.6136;-0.7922;A2;H1;-0.92;
8189;45.6165;-0.6897;A2;H1;-0.92;
8190;45.6192;-0.5872;A2;H1;-0.92;
8191;45.6218;-0.4847;A2;H1;-0.92;
8192;45.6243;-0.3822;A2;H1;-0.88;
8193;45.6268;-0.2797;A2;H1;-0.88;
8194;45.6291;-0.1771;A2;H1;-0.88;
8195;45.6314;-0.0746;A2;H1;-0.88;
8196;45.6336;0.0279;A2;H1;-0.88;
8197;45.6356;0.1305;A2;H1;-0.72;
8198;45.6376;0.233;A2;H1;-0.72;
8199;45.6395;0.3356;A2;H1;-0.72;
8200;45.6413;0.4382;A2;H1;-0.72;
8201;45.643;0.5408;A2;H1;-0.95;
8202;45.6445;0.6433;A2;H1;-0.92;
8203;45.6461;0.7459;A2;H1;-0.92;
8204;45.6475;0.8485;A2;H1;-1.05;
8205;45.6488;0.9511;A2;H1;-0.81;
8206;45.65;1.0537;A2;H1;-0.81;
8207;45.6511;1.1563;A2;H1;-0.81;
8208;45.6522;1.259;A2;H1;-0.81;
8209;45.6531;1.3616;A2;H1;-0.81;
8210;45.654;1.4642;A2;H1;-0.81;
8211;45.6547;1.5668;A2;H1;-0.73;
8212;45.6554;1.6694;A2;H1;-0.73;
8213;45.6559;1.7721;A2;H1;-0.72;
8214;45.6564;1.8747;A2;H1;-0.67;
8215;45.6568;1.9773;A2;H1;-0.6;
8216;45.6571;2.08;A2;H1;-0.6;
8217;45.6572;2.1826;A2;H1;-0.6;
8218;45.6573;2.2852;A2;H1;-0.25;
8219;45.6573;2.3879;A2;H1;-0.5;
8220;45.6572;2.4905;A2;H1;-0.5;
8221;45.6571;2.5931;A2;H1;-0.41;
8222;45.6568;2.6958;A2;H1;-0.41;
8223;45.6564;2.7984;A2;H1;-0.49;
8224;45.6559;2.901;A2;H1;-0.49;
8225;45.6554;3.0037;A2;H1;-0.49;
8226;45.6547;3.1063;A2;H1;-0.19;
8227;45.654;3.2089;A2;H1;0.07;
8228;45.6531;3.3115;A2;H1;0.07;
8229;45.6522;3.4141;A2;H1;-0.16;
8230;45.6511;3.5168;A2;H1;-0.16;
8231;45.65;3.6194;A2;H1;-0.16;
8232;45.6488;3.722;A2;H1;-0.5;
8233;45.6475;3.8246;A2;H1;-0.36;
8234;45.6461;3.9272;A2;H1;-0.34;
8235;45.6446;4.0298;A2;H1;-0.05;
8236;45.643;4.1323;A2;H1;-0.05;
8237;45.6413;4.2349;A2;H1;-0.05;
8238;45.6395;4.3375;A2;H1;-0.19;
8239;45.6376;4.4401;A2;H1;-0.21;
8240;45.6356;4.5426;A2;H1;-0.21;
8241;45.6336;4.6452;A2;H1;-0.28;
8242;45.6314;4.7477;A2;H1;-0.2;
8243;45.6292;4.8502;A2;H1;-0.2;
8244;45.6268;4.9528;A2;H1;-0.62;
8245;45.6244;5.0553;A2;H1;-0.49;
8246;45.6218;5.1578;A2;H1;-0.49;
8247;45.6192;5.2603;A2;H1;-0.49;
8248;45.6165;5.3628;A2;H1;-0.49;
8249;45.6137;5.4653;A2;H1;-0.49;
8250;45.6108;5.5677;A2;H1;-0.49;
8251;45.6078;5.6702;A2;H1;-0.46;
8252;45.6047;5.7726;A2;H1;-0.46;
8253;45.6015;5.8751;A2;H1;-0.46;
8254;45.5982;5.9775;A2;H1;-0.53;
8255;45.5948;6.0799;A2;H1;-0.54;
8256;45.5913;6.1823;A2;H1;-0.54;
8257;45.5878;6.2847;A2;H1;-0.62;
8258;45.5841;6.387;A2;H1;-0.61;
8259;45.5804;6.4894;A2;H1;-0.61;
8260;45.5765;6.5917;A2;H1;-0.6;
8261;45.5726;6.6941;A2;H1;-0.63;
8262;45.5685;6.7964;A2;H1;-0.62;
8263;45.5644;6.8987;A2;H1;-0.63;
8328;45.6765;-1.104;A2;H1;-0.87;
8329;45.6796;-1.0014;A2;H1;-0.87;
8330;45.6826;-0.8988;A2;H1;-0.92;
8331;45.6856;-0.7962;A2;H1;-0.92;
8332;45.6884;-0.6936;A2;H1;-0.92;
8333;45.6911;-0.591;A2;H1;-0.92;
8334;45.6937;-0.4884;A2;H1;-0.92;
8335;45.6963;-0.3857;A2;H1;-0.88;
8336;45.6987;-0.2831;A2;H1;-0.88;
8337;45.7011;-0.1804;A2;H1;-0.88;
8338;45.7033;-0.0778;A2;H1;-0.88;
8339;45.7055;0.0249;A2;H1;-0.88;
8340;45.7076;0.1276;A2;H1;-0.72;
8341;45.7095;0.2303;A2;H1;-0.72;
8342;45.7114;0.333;A2;H1;-0.72;
8343;45.7132;0.4357;A2;H1;-0.72;
8344;45.7149;0.5384;A2;H1;-0.95;
8345;45.7165;0.6411;A2;H1;-0.97;
8346;45.718;0.7438;A2;H1;-0.97;
8347;45.7194;0.8466;A2;H1;-0.97;
8348;45.7207;0.9493;A2;H1;-0.81;
8349;45.722;1.0521;A2;H1;-0.81;
8350;45.7231;1.1548;A2;H1;-0.81;
8351;45.7241;1.2575;A2;H1;-0.81;
8352;45.7251;1.3603;A2;H1;-0.81;
8353;45.7259;1.463;A2;H1;-0.81;
8354;45.7267;1.5658;A2;H1;-0.81;
8355;45.7273;1.6686;A2;H1;-0.8;
8356;45.7279;1.7713;A2;H1;-0.73;
8357;45.7284;1.8741;A2;H1;-0.72;
8358;45.7287;1.9769;A2;H1;-0.63;
8359;45.729;2.0796;A2;H1;-0.6;
8360;45.7292;2.1824;A2;H1;-0.6;
8361;45.7293;2.2852;A2;H1;-0.25;
8362;45.7293;2.3879;A2;H1;-0.25;
8363;45.7292;2.4907;A2;H1;-0.09;
8364;45.729;2.5935;A2;H1;-0.09;
8365;45.7287;2.6962;A2;H1;-0.09;
8366;45.7284;2.799;A2;H1;-0.49;
8367;45.7279;2.9018;A2;H1;-0.49;
8368;45.7273;3.0045;A2;H1;-0.49;
8369;45.7267;3.1073;A2;H1;-0.13;
8370;45.7259;3.21;A2;H1;0.09;
8371;45.7251;3.3128;A2;H1;0.09;
8372;45.7241;3.4156;A2;H1;0.09;
8373;45.7231;3.5183;A2;H1;0.04;
8374;45.722;3.621;A2;H1;0.04;
8375;45.7208;3.7238;A2;H1;-0.5;
8376;45.7194;3.8265;A2;H1;-0.35;
8377;45.718;3.9292;A2;H1;-0.33;
8378;45.7165;4.032;A2;H1;-0.05;
8379;45.7149;4.1347;A2;H1;-0.05;
8380;45.7132;4.2374;A2;H1;-0.05;
8381;45.7114;4.3401;A2;H1;-0.19;
8382;45.7096;4.4428;A2;H1;-0.21;
8383;45.7076;4.5455;A2;H1;-0.21;
8384;45.7055;4.6482;A2;H1;-0.28;
8385;45.7034;4.7509;A2;H1;-0.28;
8386;45.7011;4.8535;A2;H1;-0.2;
8387;45.6988;4.9562;A2;H1;-0.2;
8388;45.6963;5.0588;A2;H1;-0.62;
8389;45.6938;5.1615;A2;H1;-0.49;
8390;45.6911;5.2641;A2;H1;-0.49;
8391;45.6884;5.3667;A2;H1;-0.49;
8392;45.6856;5.4693;A2;H1;-0.49;
8393;45.6827;5.5719;A2;H1;-0.36;
8394;45.6797;5.6745;A2;H1;-0.36;
8395;45.6766;5.7771;A2;H1;-0.46;
8396;45.6734;5.8797;A2;H1;-0.46;
8397;45.6701;5.9822;A2;H1;-0.54;
8398;45.6667;6.0848;A2;H1;-0.53;
8399;45.6632;6.1873;A2;H1;-0.53;
8400;45.6596;6.2898;A2;H1;-0.53;
8401;45.656;6.3923;A2;H1;-0.61;
8402;45.6522;6.4948;A2;H1;-0.6;
8403;45.6484;6.5973;A2;H1;-0.6;
8404;45.6444;6.6997;A2;H1;-0.6;
8405;45.6404;6.8022;A2;H1;-0.6;
8406;45.6363;6.9046;A2;H1;-0.62;
8470;45.7452;-1.2112;A2;H1;-0.87;
8471;45.7484;-1.1085;A2;H1;-0.87;
8472;45.7515;-1.0058;A2;H1;-0.87;
8473;45.7545;-0.9031;A2;H1;-0.92;
8474;45.7575;-0.8003;A2;H1;-0.92;
8475;45.7603;-0.6976;A2;H1;-0.92;
8476;45.763;-0.5948;A2;H1;-0.9;
8477;45.7657;-0.4921;A2;H1;-0.9;
8478;45.7682;-0.3893;A2;H1;-0.9;
8479;45.7707;-0.2865;A2;H1;-0.88;
8480;45.773;-0.1837;A2;H1;-0.88;
8481;45.7753;-0.0809;A2;H1;-0.88;
8482;45.7774;0.0219;A2;H1;-0.88;
8483;45.7795;0.1247;A2;H1;-0.72;
8484;45.7815;0.2275;A2;H1;-0.72;
8485;45.7834;0.3304;A2;H1;-0.72;
8486;45.7852;0.4332;A2;H1;-0.95;
8487;45.7869;0.5361;A2;H1;-0.95;
8488;45.7885;0.6389;A2;H1;-0.95;
8489;45.79;0.7418;A2;H1;-0.97;
8490;45.7914;0.8446;A2;H1;-0.97;
8491;45.7927;0.9475;A2;H1;-0.97;
8492;45.7939;1.0504;A2;H1;-0.97;
8493;45.7951;1.1532;A2;H1;-0.81;
8494;45.7961;1.2561;A2;H1;-0.81;
8495;45.797;1.359;A2;H1;-0.81;
8496;45.7979;1.4619;A2;H1;-0.81;
8497;45.7986;1.5648;A2;H1;-0.81;
8498;45.7993;1.6677;A2;H1;-0.81;
8499;45.7999;1.7706;A2;H1;-0.73;
8500;45.8003;1.8735;A2;H1;-0.64;
8501;45.8007;1.9764;A2;H1;-0.6;
8502;45.801;2.0793;A2;H1;-0.6;
8503;45.8012;2.1822;A2;H1;-0.64;
8504;45.8013;2.2851;A2;H1;-0.64;
8505;45.8013;2.388;A2;H1;-0.25;
8506;45.8012;2.4909;A2;H1;-0.09;
8507;45.801;2.5938;A2;H1;-0.09;
8508;45.8007;2.6967;A2;H1;-0.09;
8509;45.8003;2.7996;A2;H1;-0.09;
8510;45.7999;2.9025;A2;H1;-0.49;
8511;45.7993;3.0054;A2;H1;-0.49;
8512;45.7987;3.1083;A2;H1;0.09;
8513;45.7979;3.2112;A2;H1;0.09;
8514;45.7971;3.3141;A2;H1;0.09;
8515;45.7961;3.417;A2;H1;0.03;
8516;45.7951;3.5198;A2;H1;0.03;
8517;45.7939;3.6227;A2;H1;-0.49;
8518;45.7927;3.7256;A2;H1;-0.34;
8519;45.7914;3.8285;A2;H1;-0.33;
8520;45.79;3.9313;A2;H1;-0.33;
8521;45.7885;4.0342;A2;H1;-0.05;
8522;45.7869;4.137;A2;H1;-0.05;
8523;45.7852;4.2399;A2;H1;-0.05;
8524;45.7834;4.3427;A2;H1;-0.19;
8525;45.7815;4.4456;A2;H1;-0.21;
8526;45.7795;4.5484;A2;H1;-0.28;
8527;45.7775;4.6512;A2;H1;-0.28;
8528;45.7753;4.754;A2;H1;-0.2;
8529;45.773;4.8568;A2;H1;-0.2;
8530;45.7707;4.9596;A2;H1;-0.2;
8531;45.7682;5.0624;A2;H1;-0.49;
8532;45.7657;5.1652;A2;H1;-0.49;
8533;45.7631;5.2679;A2;H1;-0.49;
8534;45.7603;5.3707;A2;H1;-0.49;
8535;45.7575;5.4734;A2;H1;-0.36;
8536;45.7546;5.5762;A2;H1;-0.69;
8537;45.7516;5.6789;A2;H1;-0.36;
8538;45.7485;5.7816;A2;H1;-0.46;
8539;45.7453;5.8843;A2;H1;-0.46;
8540;45.742;5.987;A2;H1;-0.52;
8541;45.7386;6.0897;A2;H1;-0.41;
8542;45.7351;6.1923;A2;H1;-0.62;
